,lazarus-ccr.csv,plee-the-bear.csv,badtrinity-zero.csv,fw4spl.csv,mia.csv,kftpgrabber.csv,kolmafia.csv
badtrinity-zero.csv,0.63,0.66,0.95,0.54,0.63,0.62,0.62
fw4spl.csv,0.24,0.28,0.17,0.9,0.07,0.51,0.23
kftpgrabber.csv,0.52,0.62,0.29,0.4,0.32,0.94,0.53
kolmafia.csv,0.64,0.25,0.28,0.25,0.52,0.34,0.95
lazarus-ccr.csv,0.93,0.21,0.24,0.27,0.27,0.0,0.45
mia.csv,0.54,0.44,0.13,0.38,0.91,0.16,0.34
plee-the-bear.csv,0.43,0.9,0.26,0.1,0.0,0.12,0.36
