,lazarus-ccr.csv,plee-the-bear.csv,badtrinity-zero.csv,fw4spl.csv,mia.csv,kftpgrabber.csv,kolmafia.csv
badtrinity-zero.csv,0.73,0.65,0.06,0.72,0.63,0.61,0.59
fw4spl.csv,0.84,0.77,0.9,0.12,0.94,0.56,0.82
kftpgrabber.csv,0.61,0.44,0.76,0.67,0.73,0.07,0.62
kolmafia.csv,0.61,0.83,0.79,0.82,0.64,0.74,0.06
lazarus-ccr.csv,0.08,0.95,0.94,0.93,0.93,1.0,0.87
mia.csv,0.71,0.71,0.89,0.75,0.11,0.87,0.74
plee-the-bear.csv,0.77,0.12,0.84,0.92,1.0,0.93,0.71
