,brlcad.csv,konversation.csv,firebreath.csv,fltk.csv,co-ode-owl-plugins.csv,openxava.csv,gretl.csv,bibedt.csv,sumatrapdf.csv,micomt.csv,glas.csv,wxcode.csv,tweetsharp.csv,arm-webradio.csv
arm-webradio.csv,0.24,0.09,0.5,0.6,0.71,0.14,0.51,0.18,0.28,0.26,0.55,0.05,0.38,0.79
bibedt.csv,0.45,0.37,0.42,0.64,0.26,0.13,0.61,0.56,0.49,0.75,0.04,0.12,0.54,0.39
brlcad.csv,0.49,0.21,0.5,0.12,0.26,0.21,0.45,0.4,0.31,0.52,0.35,0.09,0.68,0.38
co-ode-owl-plugins.csv,0.27,0.36,0.5,0.65,0.6,0.17,0.48,0.37,0.34,0.28,0.54,0.12,0.54,0.73
firebreath.csv,0.45,0.29,0.63,0.64,0.14,0.13,0.71,0.39,0.59,0.58,0.42,0.24,0.58,0.34
fltk.csv,0.28,0.38,0.56,0.69,0.34,0.19,0.51,0.4,0.72,0.52,0.5,0.22,0.76,0.48
glas.csv,0.31,0.39,0.51,0.51,0.31,0.29,0.81,0.41,0.55,0.24,0.5,0.18,0.57,0.44
gretl.csv,0.38,0.28,0.48,0.64,0.33,0.46,0.79,0.36,0.52,0.28,0.6,0.14,0.68,0.52
konversation.csv,0.26,0.39,0.56,0.6,0.38,0.2,0.62,0.29,0.4,0.5,0.05,0.2,0.56,0.18
micomt.csv,0.4,0.24,0.56,0.71,0.26,0.1,0.76,0.36,0.67,0.69,0.45,0.22,0.8,0.42
openxava.csv,0.27,0.26,0.34,0.62,0.25,0.4,0.64,0.28,0.37,0.27,0.24,0.21,0.56,0.46
sumatrapdf.csv,0.32,0.23,0.55,0.73,0.3,0.2,0.65,0.35,0.74,0.38,0.57,0.2,0.85,0.37
tweetsharp.csv,0.36,0.1,0.53,0.39,0.31,0.11,0.23,0.57,0.47,0.3,0.52,0.0,0.84,0.59
wxcode.csv,0.2,0.41,0.37,0.58,0.1,0.24,0.54,0.36,0.51,0.38,0.05,0.5,0.33,0.07
