,kvs.csv,phet.csv,jasperreports.csv,fido.csv,hibernate.csv,geogebra.csv,fluent-nhibernate.csv
fido.csv,0.0,0.01,0.14,0.13,0.14,0.03,0.05
fluent-nhibernate.csv,0.01,0.34,0.11,0.22,0.22,0.32,0.19
geogebra.csv,0.28,0.21,0.15,0.17,0.15,0.25,0.2
hibernate.csv,0.37,0.84,0.99,0.54,0.29,0.46,0.95
jasperreports.csv,0.79,0.71,0.13,0.17,0.35,0.85,0.63
kvs.csv,0.17,0.56,0.34,0.27,0.39,0.43,0.2
phet.csv,0.83,0.25,0.04,0.31,0.68,0.71,0.54
