,qgo.csv,firebird.csv,applet2app.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,webdriver.csv,mscore.csv,yafdotnet.csv,nabu-library.csv,jparsec.csv,xined.csv,ns-3-dev-def-routing.csv,open-ms.csv,biodwh.csv,jcache.csv
applet2app.csv,0.58,0.58,0.99,0.58,0.08,0.73,0.49,0.65,0.45,0.6,0.56,0.16,0.35,0.23,0.13,0.77
biodwh.csv,0.69,0.66,0.45,1.0,0.1,0.5,0.74,0.92,0.8,0.17,0.25,0.0,0.36,0.5,1.0,0.62
blue-c.csv,0.63,0.62,0.44,0.7,0.13,1.0,0.66,0.79,0.58,0.47,0.5,0.26,0.5,0.27,0.17,0.83
cities3d.csv,0.5,0.74,0.32,0.64,1.0,1.0,0.44,0.58,0.39,0.49,0.39,0.4,0.59,0.26,0.12,0.6
firebird.csv,0.71,0.99,0.44,0.5,0.15,0.82,0.54,0.65,0.54,0.56,0.54,0.31,0.46,0.22,0.17,0.47
jcache.csv,0.53,0.55,0.44,0.35,0.07,0.5,0.5,0.57,0.4,0.81,0.48,0.2,0.26,0.21,0.18,1.0
jparsec.csv,0.38,0.56,0.4,0.45,0.06,0.53,0.59,0.55,0.42,0.37,1.0,0.2,0.36,0.18,0.14,0.72
mscore.csv,0.56,0.64,0.45,0.53,0.11,0.72,0.53,0.99,0.45,0.74,0.38,0.36,0.5,0.27,0.16,0.78
nabu-library.csv,0.52,0.45,0.34,0.6,0.08,0.65,0.41,0.68,0.39,0.99,0.34,0.14,0.46,0.22,0.09,0.35
ns-3-dev-def-routing.csv,0.62,0.62,0.42,0.62,0.17,1.0,0.62,0.82,0.32,0.23,0.33,0.21,1.0,0.24,0.07,0.61
open-ms.csv,0.44,0.53,0.36,0.52,0.09,0.32,0.61,0.57,0.34,0.35,0.53,0.2,0.34,0.98,0.15,0.46
popeye-chess.csv,0.57,0.6,0.42,1.0,0.1,0.71,0.48,0.74,0.5,0.68,0.44,0.21,0.45,0.25,0.21,0.73
qgo.csv,1.0,0.65,0.56,0.85,0.11,1.0,0.67,0.75,0.66,0.64,0.52,0.29,0.49,0.31,0.21,0.8
webdriver.csv,0.6,0.63,0.45,0.64,0.14,0.92,1.0,0.79,0.67,0.24,0.42,0.22,0.55,0.34,0.19,0.83
xined.csv,0.48,0.63,0.33,0.83,0.39,0.0,0.43,0.77,0.39,0.42,0.29,1.0,0.76,0.36,0.19,0.21
yafdotnet.csv,0.67,0.67,0.46,0.79,0.1,0.77,0.58,0.66,0.99,0.37,0.44,0.25,0.5,0.24,0.15,0.87
