,flylinkdc.csv,powerfolder-.csv,ltp.csv,pfaedit.csv,aime.csv,qtwin.csv
aime.csv,0.01,0.07,0.72,0.23,0.28,0.05
flylinkdc.csv,0.24,0.58,0.34,0.49,0.53,0.68
ltp.csv,0.3,0.65,0.41,0.51,0.65,0.57
pfaedit.csv,0.18,0.35,0.18,0.17,0.26,0.1
powerfolder-.csv,0.23,0.22,0.36,0.09,0.57,0.39
qtwin.csv,0.03,0.3,0.0,0.0,0.01,0.09
