,flylinkdc.csv,powerfolder-.csv,ltp.csv,pfaedit.csv,aime.csv,qtwin.csv
aime.csv,0.1,0.0,0.62,0.39,0.83,0.2
flylinkdc.csv,0.74,0.66,0.66,0.72,0.7,0.7
ltp.csv,0.36,0.61,0.73,0.64,0.63,0.19
pfaedit.csv,0.53,0.59,0.2,0.74,0.47,0.71
powerfolder-.csv,0.65,0.72,0.32,0.23,0.58,0.89
qtwin.csv,0.0,0.46,0.0,0.0,0.09,0.98
