,vdsf.csv,n2cms.csv,apolloplayer.csv,nuttx.csv,maidsafe-dht.csv,nug.csv,redshell.csv,nassp.csv,oppna-program-hsatools.csv,grisbi.csv,tcvp.csv,tart.csv,dspace-gsoc.csv,zabbix.csv,super-tux.csv,mesa3d.csv,ninject.csv,oorexx.csv,web-cat.csv
apolloplayer.csv,0.98,0.79,0.0,0.84,0.79,0.59,0.58,0.67,0.83,0.74,0.69,0.52,0.71,0.79,0.76,0.92,0.79,0.67,0.72
dspace-gsoc.csv,0.93,0.66,0.8,0.81,0.74,0.76,0.79,0.68,0.55,0.42,1.0,0.85,0.0,0.73,0.73,0.76,0.69,0.89,0.68
grisbi.csv,1.0,0.61,0.72,1.0,0.57,0.88,0.76,0.65,0.5,0.02,0.69,0.67,0.75,0.79,0.46,0.62,0.61,0.82,0.76
maidsafe-dht.csv,0.66,0.76,0.75,0.77,0.07,0.66,0.77,0.44,0.81,0.72,1.0,0.82,0.74,0.86,0.86,0.72,0.6,0.89,0.76
mesa3d.csv,0.63,0.82,0.72,0.75,0.7,0.74,0.84,0.88,0.85,0.73,0.79,0.67,0.84,0.91,0.84,0.28,0.91,0.83,0.72
n2cms.csv,0.59,0.04,0.59,0.84,0.59,0.88,0.74,0.57,0.7,0.31,1.01,0.87,0.74,0.7,0.75,0.76,0.6,0.76,0.53
nassp.csv,0.71,0.77,0.8,0.78,0.52,0.83,0.85,0.08,0.72,0.85,1.0,0.82,0.85,0.95,0.92,0.76,0.8,0.95,0.77
ninject.csv,0.71,0.77,0.92,0.89,0.93,1.0,0.97,0.92,0.86,1.0,1.0,1.0,0.9,1.0,0.92,0.73,0.2,1.0,0.84
nug.csv,0.93,0.62,0.67,1.0,0.87,0.0,0.68,0.59,0.82,1.13,0.74,0.73,0.86,0.82,0.78,0.7,0.58,0.67,0.87
nuttx.csv,0.97,0.61,0.86,0.03,0.62,0.77,0.52,0.7,0.75,0.3,0.66,0.78,0.85,1.02,0.53,0.64,0.44,0.6,0.8
oorexx.csv,0.92,0.73,0.56,0.6,0.55,0.88,0.68,0.41,1.01,0.81,0.96,0.67,0.9,0.94,0.52,0.69,0.7,0.04,0.76
oppna-program-hsatools.csv,1.0,1.0,1.0,0.91,0.97,0.95,0.88,0.89,0.05,0.37,1.0,0.69,1.0,0.51,1.02,0.97,0.98,1.0,1.0
redshell.csv,0.98,0.99,0.97,0.97,0.98,0.94,0.0,0.98,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.98,0.98,0.96,1.01
super-tux.csv,1.0,0.67,0.99,1.0,0.97,1.0,1.0,1.0,0.97,1.0,0.97,0.98,0.67,1.0,0.0,0.99,0.6,1.0,0.85
tart.csv,0.99,0.88,1.0,0.98,1.0,1.0,0.98,1.0,0.96,0.89,1.0,0.4,0.97,1.0,0.94,0.99,0.84,0.95,0.95
tcvp.csv,1.0,0.74,0.96,0.97,1.0,1.0,0.97,1.0,0.93,0.92,0.0,0.8,0.79,0.88,0.99,0.99,1.0,0.92,0.88
vdsf.csv,0.12,0.79,0.74,0.8,0.85,0.96,0.77,0.92,0.92,1.0,0.78,0.88,1.0,0.99,1.04,0.94,1.0,0.89,0.79
web-cat.csv,1.0,0.93,0.76,0.86,0.76,0.67,0.75,0.55,0.9,0.81,0.93,0.5,0.86,0.9,0.87,0.76,1.01,0.74,0.05
zabbix.csv,0.58,0.9,0.87,0.97,0.73,0.97,1.01,0.61,0.92,0.58,0.76,0.73,0.79,0.0,0.62,0.85,0.75,0.75,0.87
