,vdsf.csv,n2cms.csv,apolloplayer.csv,nuttx.csv,maidsafe-dht.csv,nug.csv,redshell.csv,nassp.csv,oppna-program-hsatools.csv,grisbi.csv,tcvp.csv,tart.csv,dspace-gsoc.csv,zabbix.csv,super-tux.csv,mesa3d.csv,ninject.csv,oorexx.csv,web-cat.csv
apolloplayer.csv,0.88,0.35,1.0,0.8,0.29,0.53,0.47,0.58,0.63,0.32,0.33,1.0,0.39,0.25,0.54,0.94,0.4,0.53,0.37
dspace-gsoc.csv,0.76,0.5,0.58,0.35,0.5,0.76,0.39,0.75,0.45,0.61,0.0,0.2,1.0,0.28,0.27,0.35,0.4,0.53,0.53
grisbi.csv,1.0,0.58,0.88,1.0,0.86,0.59,0.56,1.0,0.86,0.98,0.67,0.8,0.89,0.52,0.59,0.74,0.6,0.69,0.84
maidsafe-dht.csv,0.37,0.25,0.29,0.31,0.93,0.41,0.24,0.58,0.23,0.29,0.0,0.2,0.28,0.14,0.16,0.38,0.4,0.11,0.26
mesa3d.csv,0.67,0.29,0.5,0.62,0.43,0.29,0.19,0.17,0.46,0.29,0.22,0.4,0.25,0.09,0.26,0.72,0.2,0.47,0.37
n2cms.csv,0.55,0.96,0.54,0.22,0.43,0.24,0.31,0.5,0.31,0.7,0.0,0.2,0.28,0.48,0.25,0.36,0.8,0.44,0.58
nassp.csv,0.35,0.27,0.21,0.3,0.5,0.18,0.19,0.92,0.28,0.15,0.0,0.2,0.19,0.05,0.08,0.25,0.2,0.06,0.26
ninject.csv,0.36,0.46,0.08,0.13,0.07,0.0,0.1,0.08,0.78,0.0,0.0,0.0,0.14,0.0,0.08,0.3,0.8,0.0,0.95
nug.csv,0.98,0.56,0.54,0.96,0.14,1.0,0.37,0.5,0.19,0.08,0.33,0.4,0.17,0.18,0.49,0.36,0.6,0.39,0.21
nuttx.csv,0.87,0.71,0.92,0.99,0.79,0.53,0.65,1.0,0.86,0.79,1.0,0.6,0.86,0.55,0.51,0.68,1.0,0.69,0.53
oorexx.csv,0.15,0.42,0.75,0.47,0.57,0.65,0.54,0.83,0.36,0.8,1.0,0.8,0.42,0.63,0.48,0.52,0.8,1.0,0.47
oppna-program-hsatools.csv,1.0,1.0,1.0,0.87,1.0,0.76,0.98,1.0,0.98,0.91,0.0,0.8,1.0,0.82,0.8,0.96,1.0,0.94,1.0
redshell.csv,0.99,1.0,1.0,0.97,1.0,1.0,1.0,1.0,0.91,1.0,1.0,1.0,0.94,0.98,0.94,0.9,1.0,0.92,0.89
super-tux.csv,1.0,0.54,0.92,1.0,1.0,1.0,0.97,1.0,0.82,1.0,1.0,1.0,0.58,1.0,1.0,1.0,0.8,1.0,0.74
tart.csv,0.01,0.12,0.0,0.02,0.0,0.0,0.02,0.0,0.05,0.11,0.0,0.6,0.03,0.0,0.06,0.01,0.2,0.06,0.05
tcvp.csv,0.0,0.38,0.04,0.03,0.0,0.0,0.04,0.0,0.07,0.08,1.0,0.2,0.22,0.12,0.03,0.01,0.0,0.08,0.16
vdsf.csv,0.88,0.88,0.88,0.27,0.86,0.71,0.84,0.92,0.88,1.0,0.78,1.0,0.92,0.95,0.72,0.9,1.0,0.86,0.74
web-cat.csv,0.0,0.08,0.25,0.14,0.29,0.47,0.3,0.5,0.27,0.5,0.11,0.6,0.14,0.38,0.15,0.28,0.0,0.47,0.95
zabbix.csv,0.69,0.85,0.96,0.98,0.86,1.0,0.84,0.92,0.89,0.7,0.78,1.0,0.92,1.0,0.86,0.88,1.0,0.78,0.95
