,vdsf.csv,n2cms.csv,apolloplayer.csv,nuttx.csv,maidsafe-dht.csv,nug.csv,redshell.csv,nassp.csv,oppna-program-hsatools.csv,grisbi.csv,tcvp.csv,tart.csv,dspace-gsoc.csv,zabbix.csv,super-tux.csv,mesa3d.csv,ninject.csv,oorexx.csv,web-cat.csv
apolloplayer.csv,0.27,0.63,0.79,0.58,0.79,0.68,0.64,0.48,0.51,0.72,0.87,0.59,0.57,0.97,0.73,0.44,0.63,0.55,0.61
dspace-gsoc.csv,0.29,0.5,0.46,0.64,0.5,0.33,0.58,0.42,0.51,0.38,0.0,0.78,0.39,0.96,0.92,0.6,0.52,0.47,0.4
grisbi.csv,0.26,0.41,0.47,0.53,0.4,0.32,0.4,0.33,0.43,0.32,0.37,0.36,0.33,0.38,0.43,0.37,0.5,0.39,0.31
maidsafe-dht.csv,0.72,0.82,0.52,0.9,0.85,0.5,0.59,0.64,0.71,0.65,0.8,0.83,0.85,0.92,0.65,0.71,0.5,0.8,0.73
mesa3d.csv,0.47,0.73,0.68,0.69,0.67,0.92,0.95,0.73,0.58,0.76,0.92,0.79,0.69,0.88,0.93,0.98,0.76,0.58,0.56
n2cms.csv,0.48,0.63,0.48,0.69,0.67,0.5,0.56,0.53,0.66,0.32,0.89,0.58,0.77,0.54,0.67,0.53,0.54,0.48,0.52
nassp.csv,0.56,0.62,0.92,0.62,0.67,0.86,0.76,0.73,0.69,0.9,0.0,0.93,0.75,0.67,0.88,0.87,0.75,0.75,0.75
ninject.csv,0.62,0.61,0.8,0.97,0.83,0.0,0.95,0.83,0.5,0.0,0.0,0.86,0.8,0.0,0.88,0.61,0.75,0.0,0.36
nug.csv,0.28,0.62,0.73,0.55,0.92,0.76,0.79,0.7,0.96,0.93,0.62,0.56,0.9,0.92,0.65,0.8,0.69,0.67,0.87
nuttx.csv,0.28,0.42,0.44,0.61,0.39,0.35,0.52,0.34,0.42,0.31,0.36,0.37,0.3,0.33,0.48,0.4,0.45,0.42,0.4
oorexx.csv,0.68,0.58,0.5,0.79,0.52,0.38,0.54,0.48,0.64,0.36,0.35,0.43,0.54,0.34,0.53,0.53,0.49,0.49,0.46
oppna-program-hsatools.csv,0.26,0.37,0.44,0.55,0.4,0.35,0.46,0.34,0.42,0.28,0.83,0.37,0.29,0.41,0.47,0.46,0.39,0.39,0.32
redshell.csv,0.27,0.37,0.45,0.54,0.38,0.37,0.47,0.35,0.41,0.35,0.36,0.35,0.3,0.36,0.46,0.47,0.39,0.4,0.31
super-tux.csv,0.26,0.42,0.45,0.53,0.39,0.38,0.46,0.36,0.37,0.35,0.37,0.34,0.39,0.36,0.44,0.45,0.37,0.38,0.31
tart.csv,0.67,0.93,0.5,0.75,0.0,0.0,0.67,0.0,0.86,0.86,0.0,0.67,0.5,0.0,0.83,0.75,0.93,0.67,0.0
tcvp.csv,0.5,0.74,0.0,0.86,0.67,0.0,0.89,0.5,0.89,0.8,0.89,0.8,0.91,0.88,0.75,0.83,0.0,0.75,0.91
vdsf.csv,0.99,0.45,0.51,0.86,0.45,0.38,0.52,0.38,0.44,0.35,0.47,0.39,0.31,0.37,0.52,0.48,0.38,0.42,0.41
web-cat.csv,0.0,0.93,0.94,0.97,0.75,0.65,0.89,0.59,0.76,0.55,0.9,0.69,0.83,0.52,0.88,0.97,0.83,0.53,0.61
zabbix.csv,0.41,0.41,0.45,0.54,0.45,0.37,0.48,0.44,0.41,0.49,0.44,0.4,0.33,0.68,0.47,0.49,0.43,0.43,0.36
