,vdsf.csv,n2cms.csv,apolloplayer.csv,nuttx.csv,maidsafe-dht.csv,nug.csv,redshell.csv,nassp.csv,oppna-program-hsatools.csv,grisbi.csv,tcvp.csv,tart.csv,dspace-gsoc.csv,zabbix.csv,super-tux.csv,mesa3d.csv,ninject.csv,oorexx.csv,web-cat.csv
apolloplayer.csv,0.09,0.38,1.0,0.47,0.33,0.55,0.51,0.56,0.49,0.36,0.38,0.82,0.42,0.29,0.5,0.3,0.42,0.53,0.4
dspace-gsoc.csv,0.33,0.51,0.5,0.37,0.49,0.57,0.41,0.62,0.5,0.65,0.0,0.23,1.0,0.32,0.32,0.38,0.43,0.43,0.53
grisbi.csv,0.0,0.57,0.63,0.0,0.73,0.44,0.51,0.73,0.76,0.98,0.59,0.64,0.6,0.48,0.62,0.65,0.59,0.5,0.58
maidsafe-dht.csv,0.41,0.29,0.33,0.35,0.94,0.45,0.28,0.62,0.27,0.34,0.0,0.24,0.32,0.17,0.19,0.41,0.45,0.13,0.3
mesa3d.csv,0.61,0.32,0.5,0.54,0.46,0.33,0.22,0.2,0.43,0.33,0.26,0.44,0.28,0.11,0.29,0.76,0.23,0.44,0.4
n2cms.csv,0.56,0.97,0.56,0.25,0.48,0.27,0.35,0.53,0.36,0.74,0.0,0.23,0.32,0.49,0.29,0.39,0.69,0.45,0.6
nassp.csv,0.39,0.31,0.25,0.34,0.55,0.21,0.22,0.93,0.32,0.18,0.0,0.24,0.22,0.06,0.1,0.29,0.24,0.07,0.3
ninject.csv,0.4,0.46,0.1,0.16,0.09,0.0,0.12,0.1,0.45,0.0,0.0,0.0,0.17,0.0,0.1,0.34,0.83,0.0,0.48
nug.csv,0.27,0.56,0.53,0.0,0.17,1.0,0.41,0.53,0.23,0.09,0.37,0.43,0.2,0.22,0.47,0.4,0.6,0.43,0.24
nuttx.csv,0.17,0.64,0.44,0.99,0.67,0.49,0.64,0.68,0.59,0.79,0.72,0.52,0.46,0.25,0.55,0.61,0.86,0.63,0.48
oorexx.csv,0.18,0.44,0.68,0.51,0.58,0.44,0.53,0.78,0.32,0.51,0.17,0.64,0.4,0.36,0.54,0.52,0.62,0.99,0.47
oppna-program-hsatools.csv,0.0,0.0,0.0,0.34,0.13,0.28,0.4,0.38,0.98,0.84,0.0,0.63,0.0,0.74,0.0,0.17,0.09,0.0,0.0
redshell.csv,0.09,0.05,0.13,0.13,0.09,0.24,1.0,0.09,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.09,0.17,0.0
super-tux.csv,0.0,0.53,0.05,0.0,0.13,0.0,0.0,0.0,0.17,0.0,0.13,0.09,0.55,0.0,1.0,0.05,0.69,0.0,0.47
tart.csv,0.01,0.15,0.0,0.02,0.0,0.0,0.02,0.0,0.06,0.13,0.0,0.65,0.04,0.0,0.07,0.01,0.23,0.07,0.06
tcvp.csv,0.0,0.41,0.05,0.04,0.0,0.0,0.05,0.0,0.09,0.1,1.0,0.24,0.26,0.15,0.04,0.01,0.0,0.1,0.19
vdsf.csv,0.9,0.55,0.61,0.31,0.47,0.28,0.57,0.32,0.32,0.0,0.56,0.41,0.0,0.05,0.0,0.27,0.0,0.39,0.54
web-cat.csv,0.0,0.1,0.29,0.17,0.33,0.49,0.34,0.54,0.3,0.46,0.13,0.62,0.17,0.37,0.18,0.32,0.0,0.47,0.96
zabbix.csv,0.64,0.36,0.42,0.13,0.61,0.13,0.0,0.72,0.32,0.65,0.57,0.65,0.55,1.0,0.7,0.46,0.62,0.57,0.42
