,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,gnupdate.csv,libtorrent.csv,sigil.csv,salasaga.csv,xtreemfs.csv,moast.csv
gnupdate.csv,0.74,0.39,0.46,0.66,0.52,0.84,0.41,0.73,0.55,0.79,0.66
ikvm.csv,0.35,0.82,0.44,0.36,0.42,0.23,0.54,0.28,0.09,0.31,0.2
libtorrent.csv,0.61,0.55,0.75,0.64,0.45,0.56,0.73,0.54,0.61,0.68,0.61
mcmc-jags.csv,0.51,0.56,0.4,0.75,0.64,0.55,0.62,0.74,0.57,0.64,0.5
moast.csv,0.26,0.34,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.37,0.97
olap-navigator.csv,0.86,0.43,0.77,0.63,0.67,0.85,0.54,0.8,0.59,0.8,0.27
pidgin.csv,0.5,0.58,0.42,0.32,0.73,0.72,0.47,0.71,0.57,0.76,0.84
salasaga.csv,0.47,0.54,0.46,0.64,0.63,0.53,0.42,0.55,0.79,0.69,0.3
sepgsql.csv,0.54,0.39,0.81,0.31,0.64,0.5,0.34,0.6,0.53,0.78,0.94
sigil.csv,0.76,0.42,0.26,0.32,0.43,0.4,0.57,0.84,0.29,0.78,0.27
xtreemfs.csv,0.71,0.56,0.67,0.61,0.56,0.75,0.56,0.87,0.62,0.83,0.88
