,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,gnupdate.csv,libtorrent.csv,sigil.csv,salasaga.csv,xtreemfs.csv,moast.csv
gnupdate.csv,196.0,95.5,2697.0,188.0,193.5,280.5,196.0,98.5,196.5,99.0,387.5
ikvm.csv,470.5,99.0,18292.0,730.0,295.5,730.0,197.0,187.0,197.5,198.0,588.0
libtorrent.csv,97.5,99.0,13292.5,283.5,395.0,845.5,196.0,98.5,196.5,198.0,294.0
mcmc-jags.csv,97.5,99.0,21581.0,189.0,296.5,936.0,196.0,98.5,97.5,98.5,390.5
moast.csv,273.5,95.5,23931.5,283.5,395.0,936.0,180.0,98.5,197.5,99.0,191.5
olap-navigator.csv,97.5,99.0,12979.5,283.5,197.5,188.0,93.5,98.5,196.5,99.0,685.5
pidgin.csv,97.5,95.5,4028.5,168.0,197.5,188.0,195.0,98.5,197.5,99.0,386.5
salasaga.csv,196.0,194.0,9692.5,175.0,197.5,655.5,197.0,98.5,197.5,99.0,375.5
sepgsql.csv,97.5,194.0,6698.5,212.5,98.5,281.5,93.5,98.5,196.5,99.0,92.5
sigil.csv,97.5,99.0,1851.0,79.5,96.5,183.0,195.0,98.5,196.5,99.0,588.0
xtreemfs.csv,97.5,194.0,16903.0,188.0,296.5,748.0,197.0,98.5,196.5,99.0,191.5
