,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv
ikvm.csv,0.78,0.59,0.77,0.83,0.45,0.5,0.61,0.55,0.7,0.71
libtorrent.csv,0.36,0.35,0.4,0.47,0.38,0.37,0.47,0.53,0.34,0.3
mcmc-jags.csv,0.45,0.47,0.99,0.79,0.46,0.46,0.46,0.68,0.5,0.34
nebuladevice.csv,0.78,0.67,0.98,0.75,0.6,0.96,0.92,0.92,0.93,0.97
olap-navigator.csv,0.53,0.4,0.44,0.63,0.42,0.45,0.54,0.52,0.53,0.32
pidgin.csv,0.38,0.4,0.37,0.53,0.39,0.46,0.49,0.53,0.38,0.37
salasaga.csv,0.51,0.39,0.51,0.47,0.41,0.41,0.55,0.86,0.39,0.32
sepgsql.csv,0.94,0.83,0.96,0.0,0.93,0.67,0.75,0.67,0.0,0.97
xstore.csv,0.52,0.47,0.45,0.67,0.38,0.49,0.52,0.44,0.46,0.35
xtreemfs.csv,0.43,0.38,0.52,0.75,0.42,0.51,0.41,0.56,0.57,0.34
