,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.39,0.55,0.38,0.54,0.49,0.46,0.65,0.53,0.59,0.56,0.48,0.68,0.38
freewrl.csv,0.36,0.34,0.35,0.37,0.4,0.41,0.4,0.39,0.32,0.36,0.38,0.54,0.32
fulguro.csv,0.92,0.98,0.98,0.83,0.91,0.85,0.96,0.93,0.75,0.86,0.0,0.88,0.98
google-web-toolkit.csv,0.9,0.61,0.59,0.69,0.92,0.88,0.51,0.97,0.8,0.93,0.56,0.94,0.98
jcache.csv,0.5,0.4,0.48,0.45,0.58,0.89,0.47,0.52,0.46,0.67,0.44,0.71,0.45
jstock.csv,0.78,0.86,0.81,0.92,0.78,0.5,0.88,0.78,0.77,0.93,0.86,0.86,0.97
mimosa.csv,0.54,0.49,0.42,0.54,0.54,0.8,0.46,0.48,0.5,0.54,0.47,0.46,0.51
miranda.csv,0.44,0.4,0.54,0.76,0.48,0.0,0.64,0.53,0.73,0.85,0.56,0.48,0.4
ns-3-dev-def-routing.csv,0.52,0.53,0.67,0.57,0.67,0.5,0.76,0.64,0.67,0.88,0.81,0.63,0.52
ossbuild.csv,0.61,0.68,0.97,0.83,0.86,0.57,0.84,0.61,0.88,0.96,0.83,0.57,0.52
qtractor.csv,0.48,0.65,0.45,0.62,0.55,0.86,0.62,0.45,0.83,0.6,0.53,0.5,0.41
quarkplayer.csv,0.93,0.7,0.0,0.67,0.88,0.53,0.99,0.82,0.45,0.73,0.5,0.75,0.97
synergyspace.csv,0.8,0.66,0.67,0.88,0.96,0.67,0.66,0.97,0.88,0.96,0.75,0.92,0.75
