,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.46,0.11,0.61,0.43,0.47,0.62,0.36,0.49,0.35,0.67,0.2,0.3,0.6
freewrl.csv,0.54,0.51,0.79,0.57,0.61,0.04,0.6,0.5,0.7,0.53,0.27,0.46,0.71
fulguro.csv,0.25,0.44,0.18,0.02,0.27,0.25,0.08,0.06,0.02,0.06,0.0,0.0,0.34
google-web-toolkit.csv,0.21,0.75,0.61,0.36,0.28,0.17,0.0,0.14,0.07,0.19,0.37,0.18,0.13
jcache.csv,0.17,0.49,0.52,0.33,0.35,0.17,0.5,0.48,0.4,0.24,0.02,0.25,0.39
jstock.csv,0.04,0.07,0.19,0.14,0.25,0.08,0.16,0.13,0.02,0.11,0.02,0.27,0.17
mimosa.csv,0.67,0.98,0.97,0.0,0.65,0.12,0.5,0.75,0.35,0.37,0.22,0.89,0.53
miranda.csv,0.33,0.51,0.47,0.12,0.46,0.0,0.28,0.42,0.19,0.16,0.1,0.59,0.01
ns-3-dev-def-routing.csv,0.29,0.76,0.52,0.48,0.54,0.58,0.26,0.01,0.28,0.37,0.63,0.61,0.33
ossbuild.csv,0.21,0.44,0.02,0.1,0.27,0.38,0.16,0.52,0.14,0.18,0.0,0.62,0.33
qtractor.csv,0.0,0.31,0.89,0.12,0.44,0.08,0.22,0.35,0.09,0.23,0.1,0.34,0.4
quarkplayer.csv,0.5,0.42,0.0,0.02,0.0,0.67,0.22,0.44,0.74,0.48,0.0,0.35,0.15
synergyspace.csv,0.08,0.47,0.43,0.07,0.13,0.04,0.31,0.17,0.16,0.0,0.0,0.11,0.02
