,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.0,1.0,1.0,0.0,43.0,5.0,2.0,6.0,0.0,24.0,0.0,0.0,1.0
freewrl.csv,0.0,0.0,3.0,0.0,33.0,0.0,1.0,0.0,4.0,12.0,1.0,13.0,2.0
fulguro.csv,3.0,1.0,4.0,1.0,7.0,3.0,2.0,2.0,1.0,4.0,0.0,0.0,3.0
google-web-toolkit.csv,2.0,1.0,5.0,3.0,3.0,3.0,0.0,1.0,2.0,4.0,12.0,14.0,1.0
jcache.csv,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,7.0,0.0
jstock.csv,0.0,1.0,10.0,1.0,6.0,50.0,1.0,4.0,0.0,0.0,0.0,4.0,5.0
mimosa.csv,3.0,3.0,5.0,0.0,8.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0
miranda.csv,0.0,0.0,3.0,1.0,0.0,50.0,5.0,0.0,7.0,6.0,0.0,3.0,0.0
ns-3-dev-def-routing.csv,1.0,1.0,5.0,1.0,11.0,4.0,0.0,0.0,0.0,15.0,23.0,6.0,1.0
ossbuild.csv,0.0,0.0,1.0,2.0,9.0,3.0,2.0,2.0,5.0,1.0,0.0,2.0,2.0
qtractor.csv,0.0,0.0,5.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,5.0,0.0
quarkplayer.csv,7.0,2.0,250.0,0.0,0.0,4.0,1.0,5.0,8.0,1.0,0.0,3.0,2.0
synergyspace.csv,1.0,1.0,2.0,0.0,8.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,2.0
