,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.61,0.93,0.11,0.36,0.03,0.46,0.56,0.4,0.32,0.17,0.62,0.14,0.67
freewrl.csv,0.61,0.7,0.07,0.54,0.06,0.96,0.61,0.45,0.27,0.2,0.72,0.12,0.69
fulguro.csv,0.54,0.53,0.37,0.83,0.07,0.54,0.54,0.5,0.75,0.14,1.0,1.0,0.38
google-web-toolkit.csv,0.5,0.54,0.15,0.48,0.1,0.5,1.0,0.4,0.4,0.32,0.63,0.12,0.65
jcache.csv,0.8,0.63,0.13,0.67,0.08,0.56,0.64,0.45,0.29,0.2,0.97,0.17,0.75
jstock.csv,0.89,0.43,0.05,0.54,0.05,0.0,0.65,0.6,0.92,0.27,0.86,0.05,0.7
mimosa.csv,0.57,0.55,0.13,1.0,0.08,0.4,0.61,0.4,0.25,0.26,0.74,0.1,0.67
miranda.csv,0.68,0.66,0.11,0.76,0.09,0.0,0.59,0.45,0.27,0.2,0.78,0.13,1.0
ns-3-dev-def-routing.csv,0.7,0.64,0.18,0.5,0.08,0.53,0.63,0.99,0.2,0.14,0.3,0.06,0.74
ossbuild.csv,0.72,0.57,0.87,0.78,0.12,0.57,0.7,0.46,0.25,0.25,1.0,0.12,0.76
qtractor.csv,1.0,0.65,0.13,0.76,0.1,0.71,0.67,0.49,0.33,0.23,0.76,0.16,0.74
quarkplayer.csv,0.2,0.65,0.0,0.67,1.0,0.47,0.56,0.28,0.16,0.25,1.0,0.12,0.45
synergyspace.csv,0.6,0.57,0.1,0.62,0.09,0.67,0.58,0.39,0.12,1.0,1.0,0.25,0.5
