,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.59,0.92,0.47,0.29,0.21,0.46,0.36,0.51,0.56,0.48,0.42,0.4,0.57
freewrl.csv,0.64,0.67,0.36,0.65,0.51,0.96,0.59,0.61,0.62,0.49,0.8,0.47,0.6
fulguro.csv,0.29,0.34,0.74,0.16,0.31,0.3,0.09,0.11,0.27,0.05,0.04,0.77,0.13
google-web-toolkit.csv,0.21,0.44,0.63,0.4,0.49,0.18,0.99,0.18,0.18,0.39,0.73,0.21,0.16
jcache.csv,0.61,0.52,0.52,0.72,0.48,0.22,0.59,0.58,0.55,0.27,0.97,0.4,0.6
jstock.csv,0.34,0.04,0.07,0.21,0.21,0.0,0.25,0.33,0.93,0.18,0.22,0.11,0.24
mimosa.csv,0.6,0.09,0.13,0.98,0.65,0.09,0.55,0.55,0.41,0.52,0.75,0.34,0.53
miranda.csv,0.62,0.58,0.4,0.47,0.62,0.0,0.33,0.53,0.27,0.18,0.46,0.58,0.99
ns-3-dev-def-routing.csv,0.59,0.56,0.69,0.53,0.59,0.55,0.35,0.97,0.27,0.26,0.33,0.29,0.51
ossbuild.csv,0.5,0.39,0.86,0.42,0.58,0.47,0.3,0.63,0.18,0.27,0.22,0.56,0.55
qtractor.csv,0.91,0.39,0.37,0.47,0.69,0.23,0.37,0.56,0.18,0.31,0.43,0.48,0.59
quarkplayer.csv,0.13,0.51,0.0,0.06,0.77,0.47,0.23,0.3,0.4,0.6,0.07,0.4,0.07
synergyspace.csv,0.13,0.42,0.34,0.16,0.21,0.09,0.34,0.2,0.1,0.9,0.15,0.31,0.01
