,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv,pixel-commandos.csv,xmoto.csv
ardour.csv,0.4,0.61,0.43,0.56,0.62,0.79,0.8,0.48,0.81,0.44,0.71,1.0,0.55,0.65,0.54,0.97,0.47,0.86,0.23,0.53
cornerstone.csv,0.51,0.68,0.39,0.59,0.77,0.68,0.71,0.56,0.92,0.91,0.46,0.48,0.63,0.72,0.82,0.44,0.48,0.82,0.32,0.75
emeraldemu.csv,0.37,0.53,0.57,0.78,0.79,0.82,0.55,0.36,0.7,0.43,0.68,0.93,0.75,0.98,0.48,0.94,0.49,0.93,0.51,0.61
grafx2.csv,0.36,0.48,0.43,0.32,0.83,0.73,0.5,0.47,0.65,0.43,0.69,0.66,0.6,0.4,0.79,0.35,0.55,0.59,0.53,0.55
jahshakafx.csv,0.33,0.48,0.49,0.54,0.67,0.72,0.6,0.54,0.53,0.52,0.67,0.82,0.51,0.53,0.45,0.32,0.5,0.59,0.3,0.57
kindb.csv,0.38,0.5,0.58,0.41,0.52,0.61,0.69,0.48,0.59,0.37,0.83,0.64,0.45,0.63,0.49,0.19,0.55,0.71,0.47,0.49
maya-work-in-progress.csv,0.71,0.57,0.54,0.35,1.0,0.61,0.78,0.63,0.74,0.24,0.87,0.57,0.66,0.36,0.51,0.32,0.7,0.66,0.74,0.52
netatalk.csv,0.52,0.76,0.94,0.97,0.71,0.69,0.61,0.62,0.73,0.58,0.8,0.69,0.49,0.66,0.91,1.0,0.75,0.47,0.64,0.72
novembre.csv,0.33,0.53,0.47,0.66,0.88,0.78,0.46,0.55,0.83,0.61,0.66,0.89,0.64,0.77,0.53,0.82,0.46,0.71,0.27,0.56
ns-3.csv,0.77,0.66,0.81,0.96,0.66,0.54,0.78,0.88,0.68,0.53,0.58,0.77,0.72,0.96,0.81,0.91,0.64,0.98,0.86,0.62
nullc.csv,0.74,1.0,1.0,1.0,0.36,0.61,0.54,0.57,0.61,0.66,0.7,0.65,0.66,0.45,0.56,0.45,0.78,0.69,0.32,0.58
open-beos.csv,0.41,0.48,0.45,0.49,0.57,0.55,0.74,0.63,0.43,0.54,0.6,0.97,0.72,0.92,0.38,1.0,0.62,0.97,0.62,0.5
pixel-commandos.csv,0.96,0.67,0.87,0.74,0.86,0.86,0.67,0.84,0.9,0.91,0.95,1.0,0.9,0.72,0.59,0.77,0.71,0.73,0.07,0.81
planeshift.csv,0.89,0.85,0.72,0.89,0.82,0.63,0.68,0.64,0.79,0.45,0.81,0.63,0.44,0.37,0.52,0.51,0.93,0.74,0.63,0.65
plee-the-bear.csv,0.36,0.59,0.34,0.96,0.81,0.61,0.61,0.74,0.64,0.53,0.71,0.59,0.65,0.62,0.64,0.65,0.57,0.61,0.49,0.62
reaper-ecad.csv,0.52,0.5,0.44,0.33,0.78,0.89,0.74,0.59,0.82,0.97,0.82,1.0,0.65,0.98,0.67,0.79,0.52,0.86,0.75,0.86
sbml.csv,0.47,0.45,0.55,0.58,0.59,0.58,0.9,0.73,0.52,0.42,0.66,0.61,0.62,0.61,0.35,0.29,0.46,0.59,0.75,0.55
unimrcp.csv,0.39,0.48,0.49,0.46,0.68,0.59,0.71,0.51,0.54,0.51,0.92,0.42,0.58,0.49,0.37,0.3,0.58,0.4,0.38,0.56
unladen-swallow.csv,0.53,0.49,0.48,0.84,0.81,0.65,0.64,0.55,0.62,0.52,0.67,0.46,0.6,0.55,0.72,0.43,0.46,0.52,0.62,0.71
xmoto.csv,0.52,0.5,0.49,0.92,0.57,0.68,0.63,0.5,0.63,0.57,0.68,0.66,0.57,0.44,0.65,0.76,0.53,0.98,0.56,0.37
