,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv,pixel-commandos.csv,xmoto.csv
ardour.csv,0.7,0.2,0.13,0.23,0.88,0.78,0.75,0.59,0.72,0.7,0.51,0.0,0.85,0.88,0.9,1.0,0.75,0.67,0.16,0.57
cornerstone.csv,0.5,0.26,0.21,0.34,0.92,0.76,0.33,0.6,0.79,1.0,0.69,0.52,0.95,0.86,1.0,1.0,0.74,0.25,0.14,0.82
emeraldemu.csv,0.52,0.21,0.09,0.16,0.92,0.74,0.58,0.58,0.69,0.61,0.54,1.0,0.9,1.0,0.91,1.0,0.72,1.0,0.15,0.82
grafx2.csv,0.53,0.22,0.12,0.3,0.79,0.65,0.43,0.47,0.48,0.67,0.53,0.31,0.81,0.82,0.73,0.92,0.69,0.5,0.11,0.56
jahshakafx.csv,0.56,0.24,0.1,0.21,0.94,0.8,0.39,0.43,0.55,0.73,0.55,0.62,0.86,0.81,0.83,0.92,0.71,0.34,0.13,0.65
kindb.csv,0.52,0.2,0.09,0.25,0.9,0.76,0.32,0.45,0.48,0.64,0.51,0.5,0.87,0.84,0.89,0.94,0.66,0.8,0.09,0.6
maya-work-in-progress.csv,0.37,0.17,0.09,0.31,0.82,0.73,0.31,0.39,0.43,0.73,0.53,0.37,0.8,0.75,0.8,0.92,0.62,0.36,0.05,0.57
netatalk.csv,0.42,0.14,0.06,0.13,0.85,0.68,0.33,0.37,0.42,0.5,0.5,0.27,0.85,0.59,0.72,0.68,0.57,0.42,0.05,0.47
novembre.csv,0.66,0.23,0.11,0.2,1.0,0.74,0.5,0.65,0.62,0.68,0.54,0.38,0.86,1.0,0.79,1.0,0.81,0.8,0.25,0.68
ns-3.csv,0.48,0.23,0.06,0.14,0.84,0.76,0.33,0.25,0.42,0.54,0.62,0.31,0.76,0.43,0.65,0.65,0.6,0.26,0.04,0.52
nullc.csv,0.32,0.12,0.06,0.13,1.0,0.74,0.37,0.4,0.49,0.85,0.55,0.43,0.79,0.7,0.78,0.87,0.59,0.29,0.12,0.58
open-beos.csv,0.49,0.2,0.11,0.21,0.92,0.79,0.31,0.38,0.63,0.83,0.64,0.27,0.78,0.55,0.87,0.68,0.63,0.27,0.05,0.64
pixel-commandos.csv,0.57,0.13,0.05,0.12,1.0,0.73,0.62,0.43,0.67,1.0,0.3,0.0,0.94,0.92,0.91,0.8,0.71,0.4,0.4,0.64
planeshift.csv,0.32,0.13,0.07,0.14,0.84,0.71,0.32,0.38,0.43,0.58,0.54,0.34,0.87,0.75,0.8,0.79,0.56,0.33,0.05,0.5
plee-the-bear.csv,0.53,0.22,0.17,0.08,0.78,0.72,0.33,0.3,0.45,0.94,0.52,0.33,0.79,0.59,0.74,0.72,0.66,0.32,0.08,0.53
reaper-ecad.csv,0.62,0.23,0.12,0.3,1.0,0.89,0.67,0.66,0.86,0.5,0.82,0.0,0.98,1.0,1.0,1.0,0.79,1.0,0.5,1.0
sbml.csv,0.46,0.21,0.09,0.2,0.89,0.74,0.26,0.35,0.53,0.6,0.59,0.36,0.82,0.64,0.91,0.88,0.71,0.33,0.04,0.59
unimrcp.csv,0.51,0.19,0.1,0.22,0.86,0.77,0.32,0.43,0.52,0.53,0.5,0.44,0.82,0.88,0.87,0.9,0.64,0.56,0.1,0.57
unladen-swallow.csv,0.67,0.24,0.14,0.25,0.91,0.78,0.31,0.42,0.5,0.73,0.71,0.42,0.82,0.8,0.79,0.85,0.74,0.38,0.06,0.61
xmoto.csv,0.42,0.19,0.11,0.4,0.89,0.69,0.33,0.44,0.46,0.5,0.54,0.3,0.87,0.72,0.76,0.71,0.67,0.26,0.06,0.69
