,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,stemkit.csv,all-plasm.csv,acdk.csv,mp-rechnungs-und-kundenverwaltung.csv,xinity.csv,gss.csv,linux-ntfs.csv,buddata-ebxml-registry.csv,libarchive.csv,jmule.csv
acdk.csv,0.38,0.56,0.67,0.94,0.81,0.62,0.42,0.55,0.57,0.5,0.33,0.42,0.45,0.39,0.88,0.36,0.69,0.57,0.91
all-plasm.csv,0.63,0.75,0.89,0.97,0.0,0.86,0.82,0.55,0.94,0.61,0.64,0.88,0.53,0.93,0.42,0.92,0.73,0.8,0.71
awemud.csv,0.44,0.57,0.59,0.85,0.46,0.88,0.43,0.44,0.78,0.38,0.77,0.98,0.58,0.71,0.58,0.43,0.48,0.87,0.67
buddata-ebxml-registry.csv,0.4,0.4,0.4,0.53,0.39,0.38,0.44,0.35,0.5,0.36,0.29,0.44,0.35,0.29,0.33,0.4,0.34,0.49,0.31
bullet.csv,0.47,0.46,0.43,0.69,0.74,0.39,0.59,0.65,0.98,0.38,0.46,0.64,0.43,0.6,0.38,0.83,0.79,0.57,0.4
dvd-create.csv,0.43,0.43,0.48,0.65,0.41,0.48,0.44,0.41,0.5,0.36,0.5,0.47,0.41,0.41,0.33,0.39,0.48,0.54,0.43
gbif-indexingtoolkit.csv,0.52,0.82,0.93,0.6,0.63,0.93,0.64,0.57,0.67,0.58,0.45,0.64,0.77,0.72,0.58,0.63,0.8,0.57,0.5
go.csv,0.43,0.5,0.52,0.72,0.43,0.54,0.45,0.37,0.52,0.47,0.33,0.53,0.36,0.34,0.39,0.4,0.42,0.6,0.33
gss.csv,0.35,0.39,0.4,0.49,0.34,0.34,0.41,0.35,0.45,0.38,0.3,0.42,0.34,0.29,0.38,0.33,0.31,0.44,0.3
jmule.csv,0.4,0.51,0.59,0.66,0.5,0.56,0.46,0.33,0.47,0.51,0.37,0.5,0.41,0.36,0.39,0.39,0.38,0.6,0.48
kwave.csv,0.37,0.4,0.71,0.55,0.39,0.42,0.45,0.32,0.48,0.33,0.3,0.43,0.34,0.3,0.34,0.38,0.34,0.44,0.32
libarchive.csv,0.38,0.37,0.39,0.52,0.38,0.32,0.4,0.34,0.43,0.34,0.31,0.4,0.34,0.29,0.39,0.38,0.33,0.43,0.33
linux-ntfs.csv,0.37,0.45,0.41,0.6,0.39,0.37,0.55,0.42,1.0,0.37,0.3,0.45,0.4,0.33,0.31,0.42,0.5,0.46,0.33
lsb.csv,0.35,0.54,0.54,0.65,0.4,0.54,0.59,0.6,0.85,0.66,0.34,0.66,0.74,0.44,0.37,0.46,0.87,0.64,0.57
mp-rechnungs-und-kundenverwaltung.csv,0.44,0.92,0.43,0.83,0.0,0.38,0.45,0.5,0.53,0.0,0.3,0.44,0.47,0.32,0.52,0.39,0.75,0.63,0.41
qcad2.csv,0.49,0.68,0.91,0.84,0.72,0.48,0.51,0.42,0.66,0.93,0.34,0.62,0.42,0.35,0.37,0.4,0.59,0.52,0.58
qtwin.csv,0.89,0.0,0.0,0.0,0.0,0.83,0.86,0.56,1.0,0.0,0.8,0.98,0.96,0.7,0.83,0.5,0.93,0.0,0.86
stemkit.csv,0.94,0.63,0.86,0.7,0.95,0.68,0.83,0.88,0.95,0.74,0.33,0.56,0.93,0.72,0.73,0.6,0.88,0.93,0.8
xinity.csv,0.86,0.42,0.94,0.62,0.44,0.81,0.78,0.52,0.69,0.92,0.35,0.47,0.38,0.4,0.38,0.65,0.44,0.49,0.63
