,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,phet.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,qdvdauthor.csv,kmess.csv,moast.csv,nativeclient.csv,genoviz.csv
brlcad.csv,0.23,0.74,0.77,0.24,0.21,0.55,0.52,0.68,0.29,0.28,0.37,0.37,0.48,0.45,0.72,0.47,0.88,0.34,0.4
delphilhlplib.csv,0.97,0.85,0.98,0.89,0.95,0.59,0.23,0.89,0.71,0.79,0.83,0.82,1.0,0.79,0.85,0.55,0.83,0.31,1.0
exordium.csv,0.1,0.26,0.38,0.17,1.0,0.76,0.74,0.21,0.61,0.15,0.43,0.34,0.16,0.21,0.15,0.29,0.12,0.12,0.8
fltk.csv,0.85,0.32,0.34,0.95,0.63,0.55,0.17,0.63,0.59,0.43,0.86,0.37,0.29,0.5,0.45,0.49,0.74,0.24,0.8
genoviz.csv,0.18,0.09,0.45,0.03,0.11,0.17,0.01,0.05,0.02,0.01,0.23,0.0,0.03,0.11,0.0,0.0,0.0,0.2,1.0
gzigzag.csv,0.56,0.1,0.17,0.28,0.42,1.0,0.09,0.42,0.29,0.13,0.74,0.13,0.03,0.14,0.2,0.35,0.01,0.05,0.4
irrlicht.csv,0.87,0.88,0.53,0.96,0.79,0.59,0.42,0.79,0.82,0.99,0.97,0.84,0.84,0.95,0.75,0.81,0.97,0.83,0.6
kmess.csv,0.64,0.86,0.3,0.53,0.63,0.48,0.36,0.37,0.75,0.53,0.6,0.68,0.61,0.47,0.55,0.98,0.17,0.49,0.8
moast.csv,0.13,0.27,0.04,0.09,0.32,0.34,0.03,0.0,0.33,0.03,0.4,0.05,0.1,0.11,0.0,0.32,1.0,0.17,0.4
mptvseries.csv,0.95,0.64,0.32,0.62,0.74,0.52,0.14,1.0,0.53,0.4,0.77,0.53,0.52,0.47,0.45,0.57,0.98,0.23,0.8
nativeclient.csv,0.1,0.68,0.34,0.57,0.95,0.66,0.54,0.63,0.86,0.62,0.77,0.68,0.55,0.74,0.65,0.82,0.79,0.99,0.6
openfrag.csv,0.97,0.82,0.74,0.93,0.79,0.66,0.36,0.95,0.88,0.69,0.91,0.76,0.58,0.94,0.85,0.81,0.98,0.87,1.0
phet.csv,0.49,0.66,0.43,0.79,0.42,0.45,0.93,0.68,0.71,0.83,0.06,0.84,0.94,0.56,0.92,0.73,0.13,0.55,0.2
qdvdauthor.csv,0.51,0.69,0.36,0.47,0.26,0.28,0.22,0.37,0.27,0.36,0.6,0.55,0.35,0.61,0.9,0.39,0.41,0.63,0.2
qse.csv,0.92,0.88,0.72,0.54,0.89,0.66,0.43,0.68,0.88,0.56,0.97,0.58,0.48,0.45,0.52,0.48,0.63,0.28,1.0
sauerbraten.csv,0.92,1.0,0.32,0.36,0.53,0.45,0.22,0.37,0.57,0.37,0.6,0.42,0.23,0.41,0.22,0.34,0.08,0.65,0.6
toped.csv,0.74,0.99,0.92,0.9,0.84,0.55,0.99,0.68,1.0,0.88,0.97,0.58,0.81,0.32,0.8,0.72,0.96,0.93,0.2
truevision.csv,0.92,0.89,0.66,0.62,0.84,0.93,0.59,0.68,0.69,0.58,0.83,0.95,0.55,0.79,0.45,0.61,0.99,0.44,1.0
zoolib.csv,0.54,0.14,0.11,0.27,0.26,0.17,0.07,0.16,0.18,0.06,0.11,0.11,0.74,0.09,0.08,0.22,0.3,0.03,0.4
