,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,phet.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,qdvdauthor.csv,kmess.csv,moast.csv,nativeclient.csv,genoviz.csv
brlcad.csv,0.81,0.86,0.43,0.89,0.88,0.52,0.6,0.52,0.58,0.84,0.73,0.56,0.79,0.69,0.53,0.66,0.46,0.8,0.92
delphilhlplib.csv,0.33,0.57,0.42,0.49,0.45,0.54,0.66,0.45,0.38,0.5,0.46,0.33,0.55,0.44,0.37,0.46,0.46,0.79,0.39
exordium.csv,0.8,0.75,0.65,0.96,0.74,0.49,0.5,0.8,0.39,0.96,0.6,0.81,0.96,0.81,0.86,0.84,0.57,0.95,0.38
fltk.csv,0.33,0.72,0.7,0.52,0.61,0.52,0.63,0.62,0.43,0.72,0.48,0.86,0.97,0.68,0.52,0.56,0.56,0.94,0.4
genoviz.csv,0.88,0.99,0.71,0.75,0.5,0.89,0.92,0.5,0.0,0.5,0.88,0.0,0.89,0.92,0.0,0.0,0.0,0.74,0.8
gzigzag.csv,0.42,0.99,0.91,0.8,0.65,0.77,0.96,0.89,0.65,0.96,0.56,0.9,0.86,0.9,0.9,0.68,0.5,0.9,0.86
irrlicht.csv,0.34,0.49,0.53,0.44,0.48,0.48,0.39,0.48,0.37,0.5,0.44,0.42,0.52,0.45,0.42,0.46,0.43,0.56,0.39
kmess.csv,0.33,0.48,0.63,0.53,0.57,0.63,0.48,0.59,0.37,0.62,0.6,0.43,0.66,0.53,0.47,0.49,0.63,0.68,0.35
moast.csv,0.86,0.94,0.8,0.96,0.92,0.7,0.96,0.5,0.63,0.83,0.71,0.67,0.92,0.88,0.0,0.63,0.42,0.94,0.45
mptvseries.csv,0.33,0.52,0.68,0.53,0.58,0.51,0.66,0.58,0.48,0.69,0.53,0.82,0.99,0.76,0.64,0.53,0.42,0.86,0.35
nativeclient.csv,0.89,0.5,0.55,0.5,0.49,0.48,0.44,0.52,0.31,0.47,0.43,0.45,0.61,0.44,0.39,0.42,0.49,0.56,0.36
openfrag.csv,0.3,0.42,0.4,0.43,0.47,0.41,0.42,0.37,0.34,0.5,0.43,0.52,0.59,0.52,0.38,0.42,0.41,0.51,0.31
phet.csv,0.53,0.63,0.62,0.49,0.56,0.6,0.98,0.5,0.34,0.49,0.84,0.41,0.49,0.57,0.4,0.5,0.59,0.68,0.58
qdvdauthor.csv,0.43,0.48,0.7,0.59,0.61,0.86,0.59,0.55,0.69,0.61,0.43,0.43,0.61,0.56,0.42,0.54,0.68,0.59,0.86
qse.csv,0.33,0.46,0.42,0.55,0.55,0.44,0.52,0.5,0.31,0.56,0.5,0.48,0.7,0.6,0.48,0.45,0.43,0.75,0.36
sauerbraten.csv,0.42,0.45,0.59,0.68,0.69,0.65,0.65,0.67,0.49,0.72,0.56,0.71,0.98,0.81,0.82,0.79,0.95,0.57,0.56
toped.csv,0.4,0.45,0.41,0.46,0.47,0.54,0.37,0.44,0.33,0.5,0.41,0.47,0.53,0.86,0.36,0.45,0.43,0.49,0.82
truevision.csv,0.32,0.49,0.4,0.52,0.53,0.41,0.38,0.5,0.38,0.55,0.41,0.61,0.77,0.4,0.52,0.51,0.39,0.54,0.33
zoolib.csv,0.52,0.99,0.89,0.95,0.69,0.9,0.98,0.83,0.9,0.94,0.75,0.75,0.96,0.86,0.75,0.92,0.71,0.92,0.75
