,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,phet.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,qdvdauthor.csv,kmess.csv,moast.csv,nativeclient.csv,genoviz.csv
brlcad.csv,0.56,0.86,0.77,0.43,0.25,0.21,0.24,0.39,0.79,0.83,0.43,0.21,0.1,0.56,0.76,0.63,0.96,0.52,0.15
delphilhlplib.csv,0.63,0.39,1.0,0.63,0.29,0.33,0.17,0.52,0.9,0.8,0.74,0.43,0.1,0.56,0.69,0.73,0.92,0.79,0.15
exordium.csv,0.8,0.36,0.65,0.82,1.0,0.24,0.25,0.8,0.86,0.93,1.0,0.42,0.18,0.67,0.86,0.84,0.48,0.86,0.1
fltk.csv,0.72,0.29,0.78,0.92,0.43,0.25,0.12,0.75,1.0,0.85,0.62,0.64,0.28,0.87,0.72,0.74,0.98,0.71,0.16
genoviz.csv,0.88,0.22,0.77,1.0,1.0,0.56,0.08,0.5,1.0,1.0,1.0,0.0,0.11,0.58,0.0,0.0,0.0,0.71,1.0
gzigzag.csv,0.71,0.18,0.82,0.78,0.47,0.97,0.21,0.89,0.88,0.81,0.81,0.5,0.14,0.9,0.8,0.8,1.0,0.8,0.29
irrlicht.csv,0.64,0.24,0.88,0.59,0.26,0.33,0.2,0.56,0.86,1.0,0.42,0.35,0.09,0.57,0.7,0.66,0.99,0.61,0.1
kmess.csv,0.76,0.24,0.84,0.61,0.43,0.33,0.18,0.32,0.88,0.77,0.5,0.53,0.09,0.58,0.65,1.0,0.67,0.72,0.12
moast.csv,0.71,0.44,0.4,0.52,0.5,0.33,0.09,0.0,0.89,0.83,0.82,0.67,0.23,0.88,0.0,0.79,1.0,0.74,0.09
mptvseries.csv,0.71,0.24,0.89,0.76,0.45,0.32,0.12,1.0,0.87,0.85,0.75,0.53,0.23,0.84,0.72,0.74,0.98,0.69,0.15
nativeclient.csv,0.44,0.24,0.82,0.66,0.38,0.28,0.22,0.44,0.9,0.79,0.55,0.59,0.09,0.62,0.72,0.67,0.9,1.0,0.08
openfrag.csv,0.68,0.25,0.75,0.65,0.32,0.28,0.16,0.51,0.85,0.76,0.48,0.42,0.11,0.98,0.72,0.66,0.93,0.61,0.11
phet.csv,0.5,0.3,0.62,0.57,0.16,0.17,1.0,0.38,0.82,0.76,0.06,0.32,0.08,0.43,0.67,0.61,0.51,0.52,0.04
qdvdauthor.csv,0.57,0.27,0.95,0.56,0.15,0.38,0.17,0.35,0.88,0.72,0.45,0.46,0.08,0.68,1.0,0.61,0.99,0.55,0.14
qse.csv,0.67,0.32,0.79,0.66,0.4,0.26,0.2,0.5,0.83,0.76,1.0,0.48,0.12,0.71,0.72,0.67,0.88,0.69,0.14
sauerbraten.csv,1.0,0.25,0.77,0.68,0.38,0.38,0.21,0.47,0.83,0.81,0.66,0.36,0.12,0.73,0.53,0.82,0.82,0.57,0.17
toped.csv,0.58,0.25,0.77,0.56,0.27,0.35,0.24,0.48,1.0,0.77,0.44,0.39,0.09,0.72,0.71,0.61,0.96,0.6,0.09
truevision.csv,0.68,0.31,0.83,0.68,0.4,0.24,0.2,0.59,0.83,0.84,0.46,1.0,0.16,0.63,0.67,0.72,0.91,0.71,0.1
zoolib.csv,1.0,0.5,0.67,0.86,0.38,0.5,0.11,0.5,0.9,0.61,1.0,1.0,0.96,0.86,0.75,0.77,0.99,0.38,0.5
