,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv,arm-webradio.csv
alleg.csv,0.33,0.69,0.12,0.4,0.8,0.29,0.38,0.58,0.78,0.71,0.47,0.53,0.38,0.36,0.88,0.86,0.51,0.45
arm-webradio.csv,0.33,0.49,0.11,0.28,0.57,0.32,0.06,0.05,0.88,0.89,0.05,0.27,0.38,0.27,0.67,0.97,0.39,0.18
bwapi.csv,1.0,0.76,0.94,0.94,0.49,0.94,0.96,0.92,0.31,0.52,1.0,0.8,0.85,0.98,0.18,0.17,0.8,0.88
co-ode-owl-plugins.csv,0.62,0.35,0.26,0.71,0.54,0.48,0.02,0.1,0.73,0.9,0.15,0.17,0.4,0.93,0.55,0.92,0.45,0.15
firebreath.csv,0.29,0.51,0.54,0.51,0.57,0.38,0.08,0.65,0.87,0.63,0.44,0.27,0.56,0.33,0.12,0.64,0.26,0.7
frogatto.csv,0.29,0.6,0.82,0.59,0.46,0.5,0.71,0.89,0.39,0.35,0.97,0.43,0.64,0.99,0.24,0.69,0.5,0.63
gretl.csv,0.43,0.56,0.38,0.35,0.97,0.59,0.4,0.54,0.71,0.98,0.36,0.4,0.51,0.56,0.97,1.0,0.61,0.24
jasperreports.csv,0.38,0.55,0.93,0.83,0.51,0.81,1.0,0.95,0.65,0.1,0.92,0.63,0.65,0.13,0.52,0.0,0.71,0.79
konversation.csv,0.14,0.24,0.2,0.21,0.09,0.3,0.23,0.21,0.12,0.5,0.44,0.17,0.45,0.38,0.06,0.11,0.38,0.23
linuxsh.csv,0.29,0.35,0.03,0.04,0.43,0.16,0.02,0.08,0.4,0.72,0.02,0.03,0.27,0.16,0.3,0.75,0.12,0.06
moviesandbox.csv,0.76,0.13,0.51,0.41,0.34,0.3,0.1,0.12,0.35,0.67,0.02,0.07,0.15,0.69,0.24,0.81,0.34,0.08
ontomorphtab.csv,0.24,1.0,0.67,0.62,0.8,0.76,0.65,0.75,0.82,0.48,0.66,0.47,0.91,0.35,0.64,0.39,0.67,0.95
opengs.csv,0.14,0.04,0.16,0.22,0.49,0.43,0.0,0.01,0.35,0.74,0.05,0.03,0.25,0.93,0.21,0.28,0.17,0.0
scite-ru.csv,0.9,0.87,0.61,0.76,0.86,0.77,0.25,0.93,0.78,0.99,0.78,0.43,0.55,1.0,0.85,1.0,0.92,0.98
tokratan.csv,0.19,0.42,0.2,0.25,0.34,0.32,0.0,0.03,0.09,0.27,0.34,0.37,0.55,0.91,0.0,0.03,0.3,0.76
vrjuggler.csv,0.24,0.22,0.23,0.07,0.14,0.02,0.44,0.28,0.18,0.1,0.39,0.27,0.29,0.11,0.55,0.08,0.09,0.19
wxcode.csv,0.05,0.2,0.16,0.12,0.23,0.2,0.13,0.03,0.0,0.05,0.19,0.17,0.29,0.4,0.0,0.0,0.21,0.6
xuggle.csv,0.24,0.67,0.29,0.24,0.6,0.4,0.38,0.39,0.45,0.35,0.39,0.43,0.6,0.96,0.52,0.83,0.33,0.46
