,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv,arm-webradio.csv
alleg.csv,0.23,0.66,0.55,0.58,0.5,0.36,0.36,0.73,0.56,0.56,0.46,0.66,0.74,0.74,0.39,0.35,0.65,0.67
arm-webradio.csv,0.41,0.79,0.29,0.53,0.73,0.51,0.06,0.71,0.4,0.35,0.0,0.43,0.38,0.79,0.65,0.13,0.32,0.91
bwapi.csv,0.0,0.33,0.24,0.23,0.44,0.24,0.17,0.2,0.22,0.57,0.0,0.49,0.41,0.09,0.26,0.75,0.56,0.26
co-ode-owl-plugins.csv,0.46,0.71,0.61,0.65,0.72,0.6,0.23,0.75,0.63,0.35,0.07,0.31,0.27,0.27,0.74,0.29,0.57,0.92
firebreath.csv,0.64,0.66,0.71,0.68,0.66,0.72,0.28,0.5,0.42,0.65,0.28,0.66,0.5,0.88,0.49,0.39,0.47,0.5
frogatto.csv,0.69,0.57,0.5,0.67,0.62,0.67,0.63,0.27,0.48,0.67,0.13,0.7,0.61,0.05,0.73,0.27,0.83,0.49
gretl.csv,0.7,0.7,0.72,0.65,0.13,0.57,0.36,0.71,0.58,0.09,0.28,0.7,0.59,0.8,0.13,0.0,0.52,0.7
jasperreports.csv,0.43,0.38,0.27,0.42,0.38,0.5,0.0,0.16,0.19,0.24,0.3,0.59,0.63,0.97,0.22,0.15,0.39,0.0
konversation.csv,0.39,0.4,0.82,0.45,0.35,0.66,0.33,0.26,0.11,0.58,0.41,0.49,0.39,0.67,0.29,0.16,0.46,0.11
linuxsh.csv,0.44,0.71,0.0,0.13,0.65,0.2,0.0,0.65,0.74,0.49,0.0,0.15,0.2,0.0,0.48,0.48,0.0,0.45
moviesandbox.csv,0.51,0.31,0.73,0.45,0.69,0.46,0.12,0.6,0.63,0.66,0.07,0.18,0.07,0.36,0.4,0.43,0.59,0.27
ontomorphtab.csv,0.65,0.0,0.68,0.69,0.54,0.56,0.57,0.27,0.5,0.68,0.37,0.71,0.32,0.88,0.62,0.34,0.5,0.2
opengs.csv,0.45,0.5,0.62,0.66,0.67,0.58,0.12,0.61,0.76,0.61,0.0,0.23,0.2,0.25,0.48,0.38,0.85,0.04
scite-ru.csv,0.35,0.43,0.63,0.57,0.43,0.53,0.42,0.27,0.58,0.05,0.53,0.62,0.5,0.0,0.46,0.0,0.3,0.09
tokratan.csv,0.47,0.63,0.61,0.63,0.64,0.45,0.12,0.13,0.53,0.73,0.22,0.65,0.53,0.32,0.23,0.17,0.92,0.37
vrjuggler.csv,0.57,0.21,0.61,0.13,0.39,0.09,0.45,0.32,0.07,0.24,0.62,0.47,0.58,0.47,0.57,0.11,0.34,0.58
wxcode.csv,0.34,0.11,0.62,0.46,0.34,0.36,0.43,0.07,0.05,0.45,0.22,0.44,0.35,0.86,0.13,0.12,0.95,0.11
xuggle.csv,0.47,0.59,0.6,0.76,0.69,0.54,0.62,0.25,0.77,0.76,0.22,0.57,0.61,0.17,0.67,0.47,0.91,0.69
