,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,monetdb.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,pydev.csv,codepurge.csv,bibletime.csv
badtrinity-zero.csv,91.5,99.0,196.5,0.0,1159.5,98.5,90.5,882.0,0.0,69.5,197.0,833.5,98.5
bibletime.csv,96.5,98.5,192.5,194.0,192.5,289.5,95.5,585.5,289.5,98.5,295.5,1305.0,97.5
boost.csv,96.5,98.5,294.0,389.0,1439.0,98.5,97.5,388.0,94.5,191.0,98.5,734.0,96.5
codepurge.csv,91.5,99.0,93.5,389.0,186.0,289.5,97.5,289.5,372.0,98.5,371.0,749.5,97.5
etics.csv,96.5,98.5,195.0,487.5,138.5,98.5,90.5,96.5,94.5,191.0,177.0,780.5,94.5
gusanos.csv,96.5,464.5,96.5,487.5,93.5,98.5,97.5,1079.0,94.5,154.0,98.5,1120.0,98.5
kvs.csv,96.5,98.5,89.5,92.5,236.5,192.0,256.5,585.5,289.5,98.5,295.5,65.5,93.5
mcore3d.csv,96.5,99.0,295.0,291.5,1159.5,98.5,296.5,481.5,94.5,98.5,295.5,820.5,98.5
modellus.csv,96.5,98.5,195.0,487.5,170.5,98.5,97.5,587.0,292.0,440.5,98.5,1384.5,98.5
monetdb.csv,81.5,98.5,195.5,91.5,90.5,289.5,187.0,290.0,89.5,94.5,185.0,655.5,130.0
projecteqemu.csv,93.5,98.5,96.5,485.5,110.5,98.5,91.5,389.0,93.5,94.5,197.0,1200.5,94.5
pydev.csv,96.5,98.5,185.5,191.0,1159.5,98.5,157.0,485.0,94.5,98.5,286.5,749.5,98.5
xbplayer.csv,81.5,99.0,92.5,385.0,403.5,98.5,95.5,585.5,94.5,191.0,385.0,846.0,96.5
