,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,m-a-d-n-e-s-s.csv,yarp.csv,ftm.csv
bloodycore.csv,0.16,0.45,0.23,0.0,0.27,0.05,0.37,0.55,0.76
flylegacy.csv,0.79,0.75,0.0,0.59,0.59,0.09,0.65,0.55,0.54
ftm.csv,0.42,0.25,0.73,0.51,0.41,0.38,0.6,0.11,0.0
jguard.csv,0.77,0.75,0.59,0.65,0.71,0.0,0.72,0.84,0.85
m-a-d-n-e-s-s.csv,0.12,0.15,0.55,0.28,0.27,0.61,0.0,0.13,0.68
mob-sen-plat.csv,0.44,0.0,0.55,0.33,0.24,0.38,0.3,0.26,0.39
raygina.csv,0.0,0.05,0.18,0.31,0.22,0.25,0.25,0.45,0.31
upp-mirror.csv,0.37,0.1,0.36,0.42,0.0,0.16,0.42,0.63,0.41
yarp.csv,0.19,0.1,0.27,0.17,0.22,0.14,0.22,0.0,0.27
