,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,m-a-d-n-e-s-s.csv,yarp.csv,ftm.csv
bloodycore.csv,0.05,0.57,0.44,0.94,0.43,0.0,0.35,0.53,0.49
flylegacy.csv,0.5,0.49,0.98,0.68,0.64,0.27,0.64,0.56,0.44
ftm.csv,0.39,0.43,0.52,0.64,0.46,0.43,0.55,0.28,0.98
jguard.csv,0.55,0.51,0.68,0.6,0.56,0.98,0.62,0.42,0.44
m-a-d-n-e-s-s.csv,0.32,0.41,0.6,0.34,0.46,0.42,0.97,0.14,0.59
mob-sen-plat.csv,0.31,0.98,0.32,0.22,0.13,0.52,0.32,0.4,0.33
raygina.csv,0.97,0.07,0.63,0.43,0.35,0.23,0.66,0.49,0.47
upp-mirror.csv,0.57,0.25,0.66,0.62,1.0,0.31,0.72,0.58,0.42
yarp.csv,0.19,0.25,0.24,0.34,0.23,0.16,0.32,0.97,0.48
