,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv
calcubetimer.csv,0.41,0.06,0.5,0.0,0.89
chaperon.csv,0.31,0.24,0.32,1.0,0.32
mule.csv,0.67,0.22,0.25,0.5,0.86
springside.csv,0.63,0.8,0.35,0.75,0.46
swtfox.csv,0.92,0.88,0.62,0.5,0.39
