,prelude.csv,trackit.csv,scite-ru.csv,gbif-indexingtoolkit.csv,co-ode-owl-plugins.csv,bl-toolkit.csv,gnukeda.csv,qlc.csv,yaprm.csv,aztec.csv,pamguard.csv,motu.csv,qdvdauthor.csv,oscarmcmaster.csv,tencompetence.csv,arm-webradio.csv
arm-webradio.csv,1.07,0.72,0.75,0.63,0.44,1.0,0.57,0.61,0.78,0.69,0.73,0.88,0.69,0.63,0.93,0.01
aztec.csv,0.83,0.7,0.9,0.81,0.73,0.87,0.86,0.92,0.89,0.12,0.66,0.71,0.97,0.63,0.64,0.97
bl-toolkit.csv,0.91,0.66,0.67,0.8,0.63,0.0,0.64,0.72,0.75,0.66,0.86,0.4,0.7,0.53,0.79,0.58
co-ode-owl-plugins.csv,0.98,0.73,0.72,0.82,0.06,0.91,0.92,0.64,0.76,0.72,0.66,0.65,0.5,0.51,0.92,1.0
gbif-indexingtoolkit.csv,0.94,1.0,0.88,0.09,0.95,0.81,0.92,0.88,0.95,0.88,0.92,0.85,0.87,0.89,0.86,1.0
gnukeda.csv,0.78,0.7,0.51,0.72,0.43,0.74,0.0,0.65,0.87,0.86,0.73,0.56,0.76,0.64,0.9,0.46
motu.csv,0.88,0.95,0.73,0.83,0.89,0.8,0.8,0.93,0.99,1.0,0.62,0.0,0.95,0.8,0.98,0.83
oscarmcmaster.csv,1.0,0.88,0.73,0.77,1.0,0.6,0.85,0.74,0.94,0.75,0.78,0.78,0.8,0.11,0.96,0.32
pamguard.csv,0.73,0.65,0.73,0.57,0.9,0.78,0.75,0.58,0.72,0.55,0.03,0.68,0.58,0.71,0.74,0.95
prelude.csv,0.0,0.9,0.88,0.88,0.98,0.88,0.88,0.77,0.97,0.99,0.94,0.8,0.8,0.89,0.82,0.99
qdvdauthor.csv,1.04,0.83,0.66,0.83,0.55,0.84,0.89,0.78,0.56,0.64,0.8,0.82,0.0,0.82,0.84,0.99
qlc.csv,1.0,1.0,0.81,1.0,0.94,1.0,0.9,0.0,0.81,0.93,0.88,1.0,0.85,0.98,0.98,1.0
scite-ru.csv,0.93,0.64,0.16,0.98,0.49,1.0,0.83,0.77,0.74,0.72,0.91,0.78,0.72,0.74,0.62,0.98
tencompetence.csv,0.6,0.86,0.83,0.77,0.92,0.87,0.95,0.85,0.65,0.92,0.83,0.93,0.88,0.8,0.04,0.9
trackit.csv,0.82,0.05,0.72,0.68,0.68,0.73,0.64,0.8,0.86,0.6,0.84,0.51,0.8,0.6,0.73,0.44
yaprm.csv,0.58,0.92,0.75,0.84,0.89,0.75,0.73,0.57,0.06,0.61,0.67,0.69,0.63,0.66,0.68,0.65
