,prelude.csv,trackit.csv,scite-ru.csv,gbif-indexingtoolkit.csv,co-ode-owl-plugins.csv,bl-toolkit.csv,gnukeda.csv,qlc.csv,yaprm.csv,aztec.csv,pamguard.csv,motu.csv,qdvdauthor.csv,oscarmcmaster.csv,tencompetence.csv,arm-webradio.csv
arm-webradio.csv,0.73,0.7,0.35,0.52,0.2,1.0,0.25,0.36,0.74,0.19,0.42,0.7,0.58,0.44,0.53,0.01
aztec.csv,0.27,0.39,0.02,0.5,0.71,0.14,0.16,0.22,0.21,0.0,0.52,0.17,0.21,0.48,0.12,0.63
bl-toolkit.csv,0.91,0.3,0.52,0.48,0.5,0.0,0.25,0.63,0.55,0.2,0.82,0.37,0.63,0.39,0.14,0.35
co-ode-owl-plugins.csv,0.0,0.26,0.1,0.68,0.01,0.91,0.91,0.63,0.68,0.15,0.58,0.63,0.42,0.38,0.32,1.0
gbif-indexingtoolkit.csv,0.91,0.04,0.19,0.0,0.05,0.14,0.28,0.27,0.08,0.07,0.06,0.07,0.26,0.04,0.08,0.09
gnukeda.csv,0.36,0.39,0.35,0.62,0.33,0.41,0.0,0.61,0.58,0.33,0.48,0.54,0.58,0.53,0.55,0.07
motu.csv,0.0,0.0,0.17,0.14,0.1,0.18,0.12,0.28,0.16,0.04,0.39,0.0,0.21,0.14,0.12,0.3
oscarmcmaster.csv,0.0,0.09,0.29,0.26,0.08,0.23,0.0,0.14,0.18,0.08,0.24,0.13,0.05,0.0,0.1,0.07
pamguard.csv,0.73,0.52,0.65,0.34,0.53,0.55,0.47,0.48,0.32,0.3,0.03,0.61,0.37,0.57,0.48,0.87
prelude.csv,0.0,0.87,0.88,0.84,0.92,0.86,0.88,0.77,0.97,0.99,0.94,0.8,0.79,0.88,0.82,0.99
qdvdauthor.csv,0.91,0.04,0.4,0.12,0.24,0.73,0.84,0.75,0.5,0.45,0.42,0.54,0.0,0.23,0.22,0.16
qlc.csv,0.0,0.0,0.52,0.02,0.02,0.0,0.03,0.0,0.08,0.49,0.06,0.0,0.0,0.03,0.01,0.0
scite-ru.csv,0.0,0.57,0.08,0.96,0.46,1.0,0.81,0.77,0.71,0.13,0.91,0.76,0.68,0.7,0.54,0.98
tencompetence.csv,0.18,0.22,0.17,0.26,0.25,0.14,0.03,0.53,0.39,0.04,0.27,0.11,0.05,0.15,0.04,0.15
trackit.csv,0.36,0.04,0.27,0.58,0.3,0.09,0.38,0.78,0.84,0.12,0.3,0.46,0.42,0.45,0.65,0.18
yaprm.csv,0.18,0.39,0.58,0.42,0.43,0.45,0.34,0.28,0.05,0.44,0.39,0.43,0.26,0.39,0.39,0.36
