,prelude.csv,trackit.csv,scite-ru.csv,gbif-indexingtoolkit.csv,co-ode-owl-plugins.csv,bl-toolkit.csv,gnukeda.csv,qlc.csv,yaprm.csv,aztec.csv,pamguard.csv,motu.csv,qdvdauthor.csv,oscarmcmaster.csv,tencompetence.csv,arm-webradio.csv
arm-webradio.csv,0.53,0.67,0.28,0.21,0.38,0.68,0.7,0.18,0.49,0.13,0.63,0.16,0.69,0.25,0.45,0.97
aztec.csv,0.75,0.65,0.67,0.14,0.19,0.7,0.55,0.07,0.38,1.0,0.67,0.33,0.33,0.25,0.85,0.13
bl-toolkit.csv,0.81,0.71,0.31,0.14,0.19,1.0,0.67,0.14,0.46,0.13,0.62,0.39,0.7,0.3,0.74,0.36
co-ode-owl-plugins.csv,1.0,0.68,0.55,0.15,0.94,0.7,0.53,0.18,0.49,0.14,0.68,0.28,0.78,0.31,0.44,0.27
gbif-indexingtoolkit.csv,0.76,0.0,0.23,1.0,0.17,0.77,0.36,0.09,0.4,0.12,0.71,0.4,0.58,0.38,0.77,0.0
gnukeda.csv,0.76,0.65,0.42,0.18,0.3,0.68,1.0,0.17,0.37,0.05,0.63,0.31,0.65,0.24,0.48,0.73
motu.csv,1.0,1.0,0.4,0.22,0.18,0.73,0.67,0.06,0.14,0.0,0.7,1.0,0.43,0.29,0.31,0.22
oscarmcmaster.csv,0.0,0.71,0.32,0.19,0.0,0.81,1.0,0.24,0.3,0.21,0.65,0.33,0.89,1.0,0.47,0.77
pamguard.csv,0.83,0.68,0.29,0.26,0.09,0.65,0.52,0.18,0.52,0.13,0.98,0.24,0.76,0.21,0.62,0.2
prelude.csv,1.0,0.62,0.31,0.16,0.12,0.69,0.55,0.15,0.5,0.07,0.64,0.26,0.71,0.21,0.67,0.26
qdvdauthor.csv,0.68,0.88,0.32,0.25,0.29,0.64,0.51,0.14,0.6,0.09,0.58,0.17,1.0,0.2,0.61,0.06
qlc.csv,0.0,0.0,0.23,0.0,0.33,0.0,0.8,1.0,0.7,0.03,0.78,0.0,1.0,0.14,0.75,0.0
scite-ru.csv,1.0,0.69,0.82,0.16,0.26,0.69,0.55,0.15,0.52,0.16,0.64,0.24,0.7,0.22,0.7,0.27
tencompetence.csv,0.9,0.58,0.31,0.19,0.08,0.7,0.67,0.09,0.55,0.15,0.59,0.17,0.83,0.28,0.98,0.21
trackit.csv,0.73,0.98,0.33,0.19,0.2,0.88,0.61,0.14,0.49,0.22,0.57,0.32,0.62,0.26,0.65,0.55
yaprm.csv,0.9,0.44,0.27,0.12,0.09,0.67,0.56,0.22,0.95,0.1,0.68,0.23,0.77,0.24,0.67,0.31
