,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,jcl.csv,gmerlin.csv,wxstudio.csv
chipster.csv,0.43,0.49,0.48,0.29,0.27,0.98,0.06,0.52,0.05,0.39,0.23,0.27,0.31
fontforge.csv,0.25,0.22,0.26,0.37,0.57,0.39,0.0,0.98,0.15,0.67,0.18,0.26,0.39
gmerlin.csv,0.31,0.51,0.29,0.17,0.19,0.46,0.33,0.53,0.1,0.51,0.19,0.97,0.17
hatari.csv,0.47,0.49,0.93,0.46,0.65,0.49,0.11,0.47,0.21,0.67,0.12,0.34,0.44
jcl.csv,0.09,0.47,0.0,0.26,0.05,0.11,0.0,0.19,0.21,0.27,1.0,0.26,0.05
ltp.csv,0.47,0.31,0.43,0.48,0.98,0.36,0.08,0.55,0.25,0.59,0.29,0.21,0.32
net-snmp.csv,0.99,0.52,0.21,0.38,0.45,0.42,0.0,0.56,0.17,0.31,0.13,0.32,0.35
opde.csv,0.6,0.48,0.56,0.92,0.8,0.38,0.11,0.26,0.24,0.08,0.21,0.26,0.36
powerfolder-.csv,0.24,1.0,0.16,0.07,0.1,0.21,0.0,0.39,0.19,0.49,0.35,0.0,0.14
qlc.csv,0.09,0.41,0.07,0.29,0.0,0.3,0.0,0.22,0.94,0.0,0.22,0.11,0.05
tcl.csv,0.29,0.45,0.29,0.38,0.51,0.42,0.14,0.41,0.25,0.95,0.2,0.25,0.53
wxstudio.csv,0.61,0.56,0.44,0.37,0.62,0.47,0.13,0.52,0.24,0.57,0.22,0.46,0.96
