,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,jcl.csv,gmerlin.csv,wxstudio.csv
chipster.csv,0.44,0.39,0.4,0.38,0.57,0.98,0.03,0.55,0.05,0.55,0.15,0.37,0.37
fontforge.csv,0.44,0.26,0.56,0.34,0.76,0.48,0.0,1.0,0.12,0.59,0.12,0.4,0.55
gmerlin.csv,0.53,0.42,1.0,0.3,0.56,0.47,0.2,0.52,0.09,0.53,0.11,1.0,0.36
hatari.csv,0.44,0.42,0.96,0.35,0.72,0.44,0.06,0.4,0.13,0.53,0.08,0.37,0.42
jcl.csv,0.67,0.6,0.0,0.38,0.53,0.8,0.0,0.38,0.2,0.58,1.0,0.4,0.5
ltp.csv,0.59,0.27,0.5,0.59,0.98,0.39,0.04,0.47,0.2,0.59,0.2,0.24,0.4
net-snmp.csv,1.0,0.52,0.4,0.58,0.68,0.55,0.0,0.46,0.12,0.47,0.09,0.44,0.42
opde.csv,0.44,0.38,0.48,0.96,0.73,0.36,0.06,0.33,0.15,0.17,0.12,0.28,0.36
powerfolder-.csv,0.67,1.0,0.38,0.5,0.58,0.43,0.0,0.58,0.16,0.55,0.25,0.0,0.43
qlc.csv,1.0,0.34,1.0,0.56,0.0,0.59,0.0,1.0,1.0,0.0,0.23,0.5,0.25
tcl.csv,0.34,0.34,0.46,0.37,0.76,0.39,0.08,0.53,0.18,0.97,0.14,0.22,0.47
wxstudio.csv,0.55,0.48,0.52,0.34,0.73,0.39,0.07,0.42,0.16,0.48,0.15,0.34,1.0
