,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,jcl.csv,gmerlin.csv,wxstudio.csv
chipster.csv,0.73,0.55,0.81,0.79,0.88,0.03,0.56,0.6,0.96,0.74,0.64,0.8,0.81
fontforge.csv,0.85,0.84,0.84,0.73,0.63,0.71,1.02,0.04,0.82,0.57,0.74,0.82,0.73
gmerlin.csv,0.8,0.52,0.83,0.89,0.91,0.65,0.08,0.6,0.91,0.67,0.77,0.06,0.9
hatari.csv,0.71,0.54,0.11,0.78,0.66,0.66,0.31,0.8,0.77,0.78,0.85,0.73,0.72
jcl.csv,0.95,0.62,1.0,0.82,0.98,0.94,1.0,0.89,0.79,0.83,0.0,0.82,0.97
ltp.csv,0.65,0.76,0.69,0.62,0.04,0.76,0.42,0.67,0.7,0.57,0.54,0.86,0.79
net-snmp.csv,0.02,0.52,0.88,0.73,0.75,0.69,1.0,0.71,0.79,0.81,0.82,0.77,0.77
opde.csv,0.94,0.57,0.69,0.12,0.73,0.77,0.31,0.85,0.65,0.98,0.93,0.81,0.8
powerfolder-.csv,0.86,0.0,0.91,0.96,0.95,0.87,1.01,0.73,0.8,0.66,0.49,1.0,0.92
qlc.csv,0.95,0.64,0.97,0.8,1.0,0.81,1.0,0.88,0.11,1.0,0.79,0.94,0.97
tcl.csv,0.84,0.64,0.82,0.71,0.68,0.73,0.23,0.7,0.64,0.08,0.71,0.86,0.65
wxstudio.csv,0.55,0.45,0.68,0.73,0.64,0.75,0.25,0.78,0.66,0.79,0.67,0.71,0.08
