,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.37,0.29,0.25,0.78,0.27,0.18,0.72,0.53,0.36,0.68,0.18,0.33,0.12,0.96,0.54,0.59,0.38
arm-webradio.csv,0.5,0.24,0.23,0.5,0.44,0.38,0.6,0.54,0.55,0.38,0.19,0.44,0.23,0.45,0.63,0.56,0.96
codepurge.csv,0.3,0.3,0.22,0.44,0.19,0.43,0.37,0.19,0.13,0.24,0.45,0.38,0.93,0.45,0.5,0.52,0.44
fw4spl.csv,0.36,0.97,0.15,0.48,0.19,0.17,0.5,0.48,0.36,0.67,0.17,0.16,0.13,0.43,0.49,0.4,0.32
glas.csv,0.53,0.18,0.21,0.6,0.26,0.22,0.54,0.52,0.96,0.77,0.2,0.24,0.26,0.47,0.64,0.44,0.33
grisbi.csv,0.54,0.24,0.27,0.89,0.26,0.4,0.99,0.4,0.54,0.82,0.15,0.35,0.27,0.53,0.6,0.65,0.56
gwanted.csv,0.0,0.14,0.0,0.07,0.96,0.14,0.23,0.06,0.0,0.88,0.14,0.33,0.06,0.05,0.55,0.1,0.41
lcfizvtop.csv,0.45,0.28,0.23,0.25,0.37,0.95,0.68,0.36,0.14,0.73,0.1,0.37,0.24,0.35,0.71,0.31,0.05
ldview.csv,0.95,0.21,0.26,0.26,0.37,0.24,0.54,0.51,0.38,0.45,0.24,0.3,0.23,0.39,0.44,0.45,0.43
libmesh.csv,0.54,0.1,0.08,0.71,0.19,0.29,0.37,0.87,0.4,0.43,0.19,0.18,0.15,0.41,0.52,0.37,0.38
mediaportal.csv,0.0,0.15,0.38,0.81,0.28,0.13,0.29,0.26,0.22,0.9,0.38,0.86,0.13,0.38,0.67,0.26,0.39
olex2.csv,0.33,0.24,0.29,0.73,0.26,0.27,0.84,0.28,0.55,0.65,0.29,0.38,0.13,0.48,0.24,0.98,0.5
oppna-program-hsatools.csv,0.31,0.25,0.24,1.0,0.33,0.23,0.92,0.36,0.35,0.94,0.18,0.31,0.29,0.49,0.52,0.57,0.22
qlc.csv,0.15,0.15,0.97,0.04,0.17,0.13,0.22,0.31,0.31,0.08,0.45,0.32,0.21,0.4,0.31,0.31,0.2
somap.csv,0.53,0.23,0.23,0.91,0.26,0.31,0.92,0.52,0.56,0.99,0.14,0.32,0.25,0.55,0.69,0.63,0.42
wxcode.csv,0.25,0.1,0.29,0.16,0.3,0.0,0.11,0.0,0.0,0.0,1.0,0.39,0.08,0.3,0.17,0.25,0.0
xcf.csv,0.56,0.29,0.33,0.57,0.36,0.38,0.76,0.33,0.53,0.56,0.19,0.4,0.2,0.43,0.98,0.59,0.52
