,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.82,0.55,0.63,0.46,0.51,0.67,0.47,0.65,0.71,0.53,0.65,0.48,0.95,0.67,0.68,0.52,0.64
arm-webradio.csv,0.61,0.54,0.54,0.59,0.56,0.48,0.57,0.85,0.56,0.64,0.53,0.62,0.48,0.65,0.5,0.44,0.69
codepurge.csv,0.58,0.7,0.89,0.69,0.88,0.53,0.8,0.62,0.88,0.9,0.67,0.51,0.95,0.53,0.67,0.62,0.6
fw4spl.csv,0.83,0.98,0.82,0.78,0.88,0.62,0.69,0.92,0.79,0.57,0.78,0.96,0.67,0.77,0.7,0.7,0.81
glas.csv,0.53,0.53,0.64,0.6,0.62,0.62,0.63,0.55,0.58,0.45,0.58,0.57,0.66,0.63,0.56,0.58,0.63
grisbi.csv,0.48,0.41,0.4,0.41,0.4,0.41,0.32,0.36,0.45,0.36,0.4,0.33,0.46,0.41,0.42,0.36,0.42
gwanted.csv,0.5,0.96,0.94,0.8,0.96,0.67,0.91,0.8,0.0,0.37,0.86,0.47,0.89,0.67,0.54,0.95,0.57
lcfizvtop.csv,0.46,0.68,0.62,0.76,0.62,0.9,0.41,0.72,0.83,0.33,0.59,0.47,0.71,0.67,0.44,0.64,0.5
ldview.csv,0.74,0.87,0.97,0.96,0.95,0.82,0.71,0.79,0.75,0.86,0.81,0.66,0.83,0.96,0.78,0.79,0.66
libmesh.csv,0.75,0.87,0.88,0.53,0.73,0.63,0.92,0.9,0.77,0.88,0.88,0.9,0.78,0.96,0.56,0.82,0.56
mediaportal.csv,0.67,0.97,0.93,0.47,0.47,0.75,0.91,0.8,0.89,0.38,0.89,0.93,0.83,0.92,0.4,0.96,0.91
olex2.csv,0.67,0.56,0.51,0.54,0.52,0.5,0.29,0.58,0.54,0.44,0.5,0.43,0.96,0.58,0.8,0.5,0.56
oppna-program-hsatools.csv,0.56,0.45,0.41,0.42,0.42,0.5,0.28,0.41,0.58,0.35,0.47,0.38,0.66,0.4,0.51,0.41,0.56
qlc.csv,0.8,0.99,0.94,0.5,0.95,0.75,0.88,0.83,0.93,0.67,0.8,0.69,0.8,0.86,0.86,0.94,0.83
somap.csv,0.47,0.39,0.41,0.39,0.42,0.39,0.35,0.47,0.46,0.35,0.38,0.37,0.4,0.43,0.4,0.34,0.56
wxcode.csv,0.67,0.91,0.94,0.89,0.94,0.93,0.75,0.0,0.0,0.0,0.86,0.99,0.5,0.83,0.67,0.92,0.0
xcf.csv,0.58,0.52,0.48,0.56,0.52,0.54,0.42,0.82,0.51,0.47,0.64,0.39,0.53,0.58,0.48,0.4,0.68
