,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.38,0.65,0.61,0.73,0.64,0.36,0.67,0.73,0.43,0.56,0.43,0.71,0.17,0.98,0.53,0.62,0.6
arm-webradio.csv,0.62,0.54,0.5,0.39,0.79,0.73,0.47,0.54,0.73,0.25,0.86,0.59,0.75,0.56,0.59,0.72,0.97
codepurge.csv,0.24,0.4,0.22,0.29,0.18,0.55,0.23,0.15,0.08,0.14,0.71,0.59,0.88,0.39,0.34,0.42,0.34
fw4spl.csv,0.43,0.98,0.33,0.37,0.32,0.36,0.39,0.58,0.43,0.54,0.57,0.22,0.33,0.51,0.5,0.4,0.57
glas.csv,0.86,0.58,0.56,0.49,0.5,0.45,0.44,0.88,0.95,0.67,0.86,0.5,0.42,0.66,0.66,0.47,0.69
grisbi.csv,0.81,0.92,0.72,0.93,0.79,0.82,0.98,0.54,0.7,0.72,0.71,0.89,0.88,0.71,0.78,0.9,0.71
gwanted.csv,0.0,0.1,0.0,0.04,0.96,0.09,0.14,0.04,0.0,0.81,0.14,0.7,0.04,0.02,0.62,0.07,0.89
lcfizvtop.csv,0.67,0.42,0.33,0.16,0.5,0.91,0.53,0.38,0.08,0.61,0.29,0.57,0.38,0.29,0.75,0.27,0.03
ldview.csv,0.9,0.35,0.39,0.16,0.43,0.36,0.39,0.58,0.46,0.29,0.57,0.51,0.42,0.32,0.38,0.35,0.86
libmesh.csv,0.52,0.17,0.06,0.66,0.36,0.55,0.26,0.92,0.46,0.29,0.43,0.22,0.25,0.34,0.59,0.32,0.4
mediaportal.csv,0.0,0.12,0.33,0.82,0.82,0.09,0.17,0.15,0.14,0.88,0.43,0.82,0.08,0.24,0.97,0.18,0.26
olex2.csv,0.24,0.48,0.56,0.59,0.43,0.45,0.77,0.27,0.57,0.5,0.71,0.75,0.12,0.39,0.16,1.0,0.43
oppna-program-hsatools.csv,0.29,0.81,0.94,1.0,0.96,0.55,0.91,0.54,0.35,0.96,0.86,0.87,0.5,0.78,0.56,0.58,0.31
qlc.csv,0.1,0.19,0.94,0.02,0.14,0.09,0.12,0.19,0.22,0.04,0.71,0.38,0.12,0.27,0.19,0.2,0.11
somap.csv,1.0,1.0,0.94,1.0,0.86,1.0,1.0,0.96,0.95,0.99,0.86,1.0,1.0,1.0,0.97,1.0,1.0
wxcode.csv,0.14,0.06,0.28,0.08,0.25,0.0,0.06,0.0,0.0,0.0,1.0,0.32,0.04,0.2,0.09,0.15,0.0
xcf.csv,0.86,0.56,0.67,0.43,0.61,0.64,0.68,0.31,0.68,0.4,0.57,0.82,0.54,0.41,0.97,0.8,0.89
