,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.52,0.95,0.28,0.55,0.92,0.97,0.76,0.38,0.77,0.45,0.83,0.94,1.0,0.53,0.36,0.11,0.47,0.77
encog-cs.csv,0.46,0.24,0.79,0.66,0.54,0.73,0.68,0.58,0.87,0.65,0.84,0.86,0.6,0.67,0.91,0.47,0.6,0.86
geochat.csv,0.08,0.38,0.16,0.27,0.54,0.79,0.12,0.24,0.21,0.1,0.19,0.28,0.2,0.27,0.16,0.19,0.53,0.06
ibatisdb.csv,0.05,0.05,0.09,0.36,0.05,0.55,0.39,0.0,0.08,0.05,0.04,0.69,0.2,0.45,0.16,0.31,0.27,0.05
inkscape.csv,0.54,0.86,0.67,0.75,0.86,0.97,0.98,0.76,0.92,0.6,1.0,1.0,1.0,0.73,0.8,0.94,0.77,0.85
jam-daq.csv,0.18,0.81,0.02,0.05,0.05,0.47,0.15,0.67,0.04,0.15,0.22,0.11,0.0,0.04,0.11,0.14,0.33,0.14
jhotdraw.csv,0.12,0.24,0.23,0.45,0.08,0.56,0.76,0.18,0.7,0.1,0.55,0.81,0.8,0.44,0.64,0.64,0.17,0.28
ninject.csv,0.3,0.05,0.28,0.45,0.59,0.26,0.24,0.04,0.25,0.45,0.35,0.75,1.0,0.44,0.44,0.64,0.43,0.44
ofbiz.csv,0.3,0.71,0.51,0.68,0.3,0.53,0.64,0.22,0.1,0.3,0.72,0.33,0.8,0.67,0.18,0.25,0.47,0.38
oorexx.csv,0.53,0.38,0.51,0.55,0.41,0.34,0.58,0.82,0.47,0.45,0.24,0.33,0.0,0.55,0.73,0.72,0.37,0.26
opentibia.csv,0.8,0.38,0.02,0.16,0.27,0.08,0.56,0.04,0.73,0.5,0.29,0.78,0.4,0.15,0.56,0.06,0.47,0.43
projectts.csv,0.51,0.81,0.56,0.61,0.51,0.31,0.48,0.18,0.3,0.25,0.34,0.31,0.6,0.58,0.31,0.44,0.5,0.67
retromenu.csv,0.33,0.86,0.07,0.21,0.08,0.24,0.62,0.36,0.06,0.15,0.33,0.22,0.2,0.2,0.29,0.17,0.0,0.21
roolo.csv,0.6,0.9,0.86,0.75,0.57,0.74,0.61,0.58,0.74,0.75,0.8,0.78,1.0,0.75,0.87,0.75,0.73,0.84
tango-cs.csv,0.86,0.95,0.93,0.98,0.84,0.85,0.8,0.87,0.97,0.5,0.62,1.0,1.0,0.95,0.6,0.64,1.0,1.0
trinitycore.csv,0.23,0.24,0.58,0.55,0.32,0.5,0.06,0.53,0.62,0.6,0.79,0.0,0.8,0.6,0.58,0.33,0.17,0.49
uface.csv,0.67,1.0,0.98,0.8,0.59,0.95,0.92,1.0,0.74,0.5,0.94,0.89,1.0,0.8,0.82,0.97,0.97,0.94
uwom-server.csv,0.35,0.62,0.7,0.66,0.35,0.39,0.3,0.6,0.61,0.55,0.48,0.19,0.6,0.67,0.62,0.47,0.27,0.51
