,fritzing.csv,arianne.csv,xuggle.csv,emeraldemu.csv,yield.csv,rsyslog.csv,planeshift.csv,grafx2.csv,wow-qrsk.csv,bacnet.csv,gnupdate.csv,alsa.csv,ardour.csv,multitude.csv,salasaga.csv,keyczar.csv,xmoto.csv,cortex-vfx.csv,gstreamer.csv,linux-ntfs.csv
alsa.csv,1.0,2.0,29.0,2.0,1.0,1.0,2.0,2.0,19.0,1.0,1.0,0.0,7.0,0.0,61.0,1.0,1.0,12.0,3.0,0.0
ardour.csv,0.0,0.0,7.0,4.0,2.0,0.0,0.0,0.0,6.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0
arianne.csv,0.0,0.0,114.0,7.0,6.0,4.0,3.0,2.0,69.0,1.0,2.0,0.0,1.0,0.0,61.0,1.0,1.0,12.0,4.0,0.0
bacnet.csv,3.0,7.0,27.0,2.0,1.0,2.0,1.0,0.0,43.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,9.0,0.0,8.0
cortex-vfx.csv,1.0,2.0,18.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,1.0,2.0,0.0,0.0
emeraldemu.csv,1.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,10.0,2.0,105.0,0.0,1.0,4.0,22.0,0.0,3.0,12.0,1.0,0.0
fritzing.csv,1.0,1.0,27.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,7.0,0.0,0.0,3.0,53.0,1.0,1.0,19.0,2.0,0.0
gnupdate.csv,1.0,4.0,105.0,13.0,3.0,1.0,1.0,2.0,27.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,3.0,0.0,1.0
grafx2.csv,4.0,0.0,23.0,1.0,0.0,0.0,0.0,3.0,12.0,0.0,2.0,0.0,0.0,1.0,5.0,0.0,7.0,0.0,4.0,1.0
gstreamer.csv,1.0,0.0,73.0,2.0,5.0,1.0,1.0,1.0,39.0,4.0,16.0,0.0,3.0,0.0,4.0,3.0,1.0,11.0,0.0,0.0
keyczar.csv,148.0,2.0,9.0,2.0,8.0,8.0,1.0,2.0,53.0,2.0,6.0,1.0,5.0,4.0,184.0,0.0,2.0,355.0,0.0,0.0
linux-ntfs.csv,2.0,2.0,33.0,7.0,0.0,2.0,3.0,0.0,12.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,1.0,4.0,0.0
multitude.csv,1.0,5.0,93.0,8.0,2.0,1.0,1.0,0.0,26.0,3.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,22.0,0.0,0.0
planeshift.csv,1.0,11.0,73.0,2.0,4.0,3.0,2.0,1.0,52.0,1.0,1.0,0.0,8.0,2.0,17.0,3.0,1.0,12.0,2.0,0.0
rsyslog.csv,1.0,0.0,108.0,3.0,0.0,0.0,1.0,1.0,27.0,4.0,4.0,1.0,2.0,0.0,4.0,0.0,1.0,12.0,1.0,0.0
salasaga.csv,1.0,8.0,29.0,2.0,1.0,2.0,0.0,0.0,44.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,10.0,0.0,7.0
wow-qrsk.csv,0.0,0.0,9.0,4.0,0.0,0.0,1.0,1.0,18.0,2.0,0.0,0.0,4.0,2.0,21.0,62.0,1.0,20.0,7.0,0.0
xmoto.csv,1.0,0.0,6.0,5.0,1.0,1.0,2.0,4.0,15.0,0.0,0.0,0.0,3.0,3.0,45.0,0.0,1.0,7.0,4.0,0.0
xuggle.csv,0.0,1.0,10.0,3.0,0.0,2.0,1.0,9.0,10.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,29.0,4.0,0.0
yield.csv,1.0,0.0,17.0,1.0,0.0,1.0,3.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,12.0,2.0,0.0
