,fritzing.csv,arianne.csv,xuggle.csv,emeraldemu.csv,yield.csv,rsyslog.csv,planeshift.csv,grafx2.csv,wow-qrsk.csv,bacnet.csv,gnupdate.csv,alsa.csv,ardour.csv,multitude.csv,salasaga.csv,keyczar.csv,xmoto.csv,cortex-vfx.csv,gstreamer.csv,linux-ntfs.csv
alsa.csv,0.45,0.51,0.6,0.41,0.56,0.58,0.47,0.41,0.48,0.45,0.52,0.48,0.39,0.55,0.54,0.68,0.53,0.42,0.35,0.39
ardour.csv,0.41,0.68,0.79,0.49,0.88,0.5,0.41,0.29,0.67,0.48,0.52,0.42,0.4,0.74,0.42,0.67,0.41,0.37,0.43,0.33
arianne.csv,0.52,0.48,0.49,0.37,0.46,0.52,0.37,0.53,0.42,0.39,0.46,0.38,0.37,0.46,0.54,0.91,0.45,0.44,0.39,0.4
bacnet.csv,0.46,0.7,0.63,0.52,0.54,0.75,0.42,0.4,0.59,0.51,0.5,0.66,0.39,0.68,0.46,0.89,0.68,0.43,0.31,0.41
cortex-vfx.csv,0.45,0.71,0.71,0.48,0.81,0.6,0.62,0.41,0.57,0.46,0.92,0.97,0.44,0.55,0.45,0.73,0.5,0.68,0.59,0.41
emeraldemu.csv,0.48,0.46,0.69,0.56,0.89,0.5,0.72,0.0,0.63,0.75,0.0,0.83,0.45,0.53,0.51,0.0,0.48,0.48,0.97,0.37
fritzing.csv,0.45,0.64,0.5,0.45,0.48,0.6,0.52,0.41,0.88,0.52,0.74,0.6,0.38,0.56,0.52,0.75,0.58,0.54,0.36,0.41
gnupdate.csv,0.5,0.51,0.58,0.43,0.45,0.63,0.5,0.65,0.45,0.59,0.66,0.59,0.43,0.58,0.54,0.42,0.49,0.44,0.72,0.45
grafx2.csv,0.44,0.4,0.62,0.38,0.93,0.44,0.33,0.34,0.44,0.38,0.5,0.41,0.38,0.4,0.49,0.62,0.41,0.59,0.34,0.36
gstreamer.csv,0.45,0.47,0.51,0.4,0.44,0.5,0.36,0.58,0.42,0.54,0.41,0.4,0.37,0.43,0.43,0.47,0.48,0.43,0.41,0.39
keyczar.csv,0.67,0.96,0.82,0.99,0.93,0.94,0.95,0.96,0.92,0.95,0.56,0.62,0.9,0.93,0.5,0.47,0.95,0.0,0.88,0.9
linux-ntfs.csv,0.97,0.43,0.54,0.45,0.59,0.56,0.39,0.5,0.48,0.39,0.93,0.49,0.52,0.48,0.59,0.44,0.5,0.98,0.47,0.5
multitude.csv,0.42,0.44,0.5,0.41,0.43,0.57,0.41,0.5,0.43,0.41,0.43,0.38,0.38,0.44,0.42,0.43,0.45,0.41,0.49,0.41
planeshift.csv,0.44,0.42,0.46,0.41,0.41,0.5,0.38,0.36,0.41,0.36,0.45,0.36,0.37,0.4,0.47,0.44,0.46,0.42,0.34,0.39
rsyslog.csv,0.46,0.46,0.53,0.41,0.93,0.54,0.36,0.35,0.48,0.83,0.88,0.53,0.38,0.47,0.43,0.83,0.42,0.42,0.45,0.38
salasaga.csv,0.46,0.67,0.52,0.48,0.41,0.72,0.34,0.36,0.67,0.53,0.39,0.63,0.36,0.62,0.4,0.86,0.61,0.5,0.37,0.33
wow-qrsk.csv,0.92,0.44,0.49,0.57,0.88,0.5,0.96,0.56,0.6,0.62,0.86,0.96,0.94,0.94,0.48,0.0,0.75,0.44,0.67,0.38
xmoto.csv,0.52,0.72,0.56,0.51,0.49,0.44,0.44,0.43,0.65,0.89,0.46,0.6,0.4,0.41,0.51,0.46,0.43,0.7,0.38,0.4
xuggle.csv,0.43,0.37,0.63,0.47,0.51,0.43,0.35,0.42,0.58,0.42,0.4,0.37,0.39,0.43,0.48,0.58,0.54,0.56,0.35,0.38
yield.csv,0.42,0.42,0.53,0.4,0.47,0.46,0.36,0.33,0.44,0.4,0.64,0.4,0.38,0.38,0.41,0.42,0.4,0.43,0.35,0.34
