,recall,precision,pf,pci_20,ifa,wins
alsa.csv,0.745,0.59,0.425,0.48,1.5,11
ardour.csv,0.525,0.64,0.22999999999999998,0.45499999999999996,0.0,18
arianne.csv,0.975,0.51,0.955,0.455,2.0,1
bacnet.csv,0.54,0.64,0.26,0.515,1.5,14
cortex-vfx.csv,0.475,0.65,0.22,0.58,0.5,19
emeraldemu.csv,0.445,0.615,0.195,0.505,1.0,16
fritzing.csv,0.5549999999999999,0.6,0.345,0.52,1.0,15
gnupdate.csv,0.615,0.55,0.47,0.505,1.5,6
grafx2.csv,0.65,0.565,0.39,0.41,1.0,8
gstreamer.csv,0.755,0.51,0.62,0.43,1.5,4
keyczar.csv,0.125,0.235,0.275,0.91,3.0,0
linux-ntfs.csv,0.54,0.52,0.505,0.5,2.0,3
multitude.csv,0.75,0.545,0.605,0.43,1.0,7
planeshift.csv,0.895,0.52,0.755,0.41,2.0,2
rsyslog.csv,0.685,0.54,0.415,0.46,1.0,9
salasaga.csv,0.5549999999999999,0.5700000000000001,0.355,0.49,1.0,10
wow-qrsk.csv,0.315,0.6699999999999999,0.1,0.61,1.5,17
xmoto.csv,0.5549999999999999,0.635,0.255,0.475,1.5,12
xuggle.csv,0.665,0.5700000000000001,0.475,0.43,1.5,5
yield.csv,0.745,0.605,0.395,0.405,1.0,13
