,fritzing.csv,arianne.csv,xuggle.csv,emeraldemu.csv,yield.csv,rsyslog.csv,planeshift.csv,grafx2.csv,wow-qrsk.csv,bacnet.csv,gnupdate.csv,alsa.csv,ardour.csv,multitude.csv,salasaga.csv,keyczar.csv,xmoto.csv,cortex-vfx.csv,gstreamer.csv,linux-ntfs.csv
alsa.csv,0.75,0.54,0.77,0.68,0.63,0.69,0.62,0.56,0.77,0.62,0.71,0.63,0.7,0.51,0.05,0.48,0.59,0.05,0.65,0.52
ardour.csv,0.62,0.4,0.46,0.69,0.12,0.4,0.57,0.74,0.56,0.48,0.49,0.5,0.69,0.3,0.57,0.05,0.62,0.67,0.58,0.61
arianne.csv,0.58,0.71,0.09,0.21,0.58,0.0,0.37,0.0,0.13,0.13,0.0,0.0,0.24,0.34,0.17,0.18,0.5,0.23,0.05,0.0
bacnet.csv,0.56,0.32,0.66,0.58,0.65,0.46,0.6,0.64,0.65,0.67,0.53,0.33,0.7,0.32,0.62,0.2,0.48,0.51,0.65,0.49
cortex-vfx.csv,0.62,0.41,0.62,0.67,0.29,0.51,0.39,0.53,0.66,0.53,0.4,0.17,0.6,0.49,0.47,0.2,0.59,0.56,0.47,0.66
emeraldemu.csv,0.45,0.64,0.47,0.71,0.16,0.1,0.33,0.02,0.73,0.06,0.0,0.04,0.64,0.49,0.62,0.02,0.54,0.64,0.16,0.6
fritzing.csv,0.71,0.43,0.78,0.69,0.71,0.53,0.51,0.56,0.5,0.55,0.34,0.42,0.54,0.52,0.24,0.05,0.56,0.62,0.65,0.45
gnupdate.csv,0.56,0.58,0.42,0.56,0.58,0.6,0.52,0.52,0.55,0.51,0.81,0.56,0.63,0.56,0.53,0.66,0.67,0.53,0.4,0.66
grafx2.csv,0.58,0.63,0.6,0.73,0.23,0.67,0.62,0.7,0.66,0.61,0.7,0.54,0.65,0.61,0.5,0.27,0.61,0.42,0.64,0.61
gstreamer.csv,0.54,0.57,0.59,0.59,0.24,0.5,0.67,0.41,0.56,0.36,0.54,0.51,0.69,0.69,0.67,0.55,0.66,0.24,0.69,0.41
keyczar.csv,0.0,0.09,0.2,0.11,0.2,0.22,0.23,0.14,0.11,0.16,0.18,0.49,0.02,0.1,0.0,0.75,0.13,0.0,0.29,0.31
linux-ntfs.csv,0.22,0.59,0.63,0.62,0.41,0.5,0.44,0.42,0.47,0.13,0.12,0.41,0.49,0.54,0.41,0.64,0.54,0.25,0.57,0.68
multitude.csv,0.68,0.7,0.48,0.57,0.56,0.66,0.57,0.63,0.63,0.55,0.58,0.3,0.5,0.69,0.69,0.71,0.64,0.42,0.54,0.13
planeshift.csv,0.61,0.57,0.55,0.73,0.48,0.66,0.7,0.71,0.63,0.54,0.39,0.53,0.37,0.6,0.66,0.27,0.67,0.05,0.57,0.0
rsyslog.csv,0.64,0.61,0.51,0.74,0.26,0.75,0.61,0.72,0.73,0.06,0.54,0.44,0.65,0.55,0.63,0.12,0.62,0.05,0.56,0.63
salasaga.csv,0.57,0.34,0.6,0.54,0.68,0.46,0.7,0.74,0.53,0.6,0.59,0.36,0.64,0.37,0.74,0.12,0.55,0.38,0.59,0.48
wow-qrsk.csv,0.15,0.58,0.73,0.66,0.28,0.1,0.17,0.38,0.83,0.48,0.35,0.15,0.15,0.2,0.64,0.0,0.1,0.65,0.39,0.49
xmoto.csv,0.47,0.34,0.74,0.66,0.6,0.58,0.55,0.48,0.67,0.19,0.53,0.41,0.66,0.59,0.51,0.51,0.73,0.44,0.24,0.13
xuggle.csv,0.62,0.61,0.73,0.63,0.56,0.6,0.65,0.71,0.69,0.64,0.5,0.6,0.62,0.62,0.61,0.22,0.4,0.44,0.53,0.45
yield.csv,0.71,0.69,0.73,0.78,0.71,0.75,0.65,0.72,0.77,0.61,0.54,0.55,0.69,0.69,0.67,0.46,0.71,0.55,0.69,0.57
