,fritzing.csv,arianne.csv,xuggle.csv,emeraldemu.csv,yield.csv,rsyslog.csv,planeshift.csv,grafx2.csv,wow-qrsk.csv,bacnet.csv,gnupdate.csv,alsa.csv,ardour.csv,multitude.csv,salasaga.csv,keyczar.csv,xmoto.csv,cortex-vfx.csv,gstreamer.csv,linux-ntfs.csv
alsa.csv,0.67,0.6,0.21,0.39,0.64,0.69,0.85,0.72,0.32,0.38,0.26,0.71,0.64,0.58,0.15,0.74,0.55,0.22,0.64,0.46
ardour.csv,0.61,0.72,0.29,0.57,0.75,0.9,0.86,0.82,0.5,0.4,0.29,0.71,0.74,0.74,0.28,0.67,0.59,0.29,0.77,0.51
arianne.csv,0.5,0.72,0.11,0.31,0.54,0.52,0.77,0.53,0.19,0.35,0.19,0.63,0.56,0.52,0.16,0.64,0.48,0.2,0.58,0.47
bacnet.csv,0.67,0.39,0.3,0.46,0.72,0.69,0.88,0.87,0.36,0.56,0.29,0.66,0.67,0.72,0.25,0.89,0.64,0.28,0.64,0.45
cortex-vfx.csv,0.64,0.66,0.23,0.48,0.76,0.8,0.81,0.78,0.42,0.36,0.54,0.74,0.71,0.69,0.24,0.73,0.58,0.4,0.86,0.56
emeraldemu.csv,0.46,0.56,0.15,0.62,0.89,1.0,0.95,1.0,0.44,0.5,0.0,0.83,0.74,0.61,0.17,1.0,0.67,0.26,0.79,0.51
fritzing.csv,0.67,0.62,0.18,0.41,0.63,0.65,0.82,0.72,0.54,0.35,0.26,0.65,0.59,0.69,0.15,0.5,0.61,0.28,0.67,0.41
gnupdate.csv,0.5,0.57,0.08,0.32,0.52,0.59,0.76,0.52,0.2,0.37,0.55,0.69,0.64,0.61,0.22,0.81,0.55,0.24,0.78,0.58
grafx2.csv,0.51,0.56,0.21,0.44,0.86,0.67,0.79,0.83,0.24,0.37,0.37,0.69,0.7,0.61,0.29,0.85,0.56,0.32,0.69,0.57
gstreamer.csv,0.5,0.52,0.12,0.33,0.48,0.67,0.82,0.67,0.2,0.31,0.2,0.65,0.64,0.63,0.22,0.77,0.52,0.21,0.78,0.46
keyczar.csv,0.0,0.25,0.07,0.14,0.27,0.31,0.7,0.22,0.06,0.26,0.07,0.6,0.2,0.33,0.0,0.9,0.2,0.0,0.52,0.7
linux-ntfs.csv,0.4,0.55,0.14,0.35,0.52,0.67,0.74,0.73,0.18,0.32,0.14,0.57,0.52,0.55,0.29,0.82,0.46,0.36,0.6,0.64
multitude.csv,0.56,0.61,0.12,0.32,0.53,0.64,0.8,0.6,0.22,0.34,0.22,0.63,0.58,0.75,0.26,0.86,0.51,0.24,0.82,0.48
planeshift.csv,0.52,0.53,0.13,0.41,0.51,0.58,0.88,0.7,0.23,0.39,0.19,0.65,0.56,0.56,0.19,0.75,0.52,0.21,0.61,0.46
rsyslog.csv,0.55,0.54,0.11,0.45,0.93,0.71,0.8,0.81,0.31,0.33,0.4,0.73,0.65,0.54,0.22,0.83,0.49,0.22,0.73,0.53
salasaga.csv,0.68,0.39,0.18,0.36,0.56,0.61,0.83,0.76,0.34,0.42,0.24,0.6,0.61,0.72,0.31,0.71,0.58,0.26,0.6,0.42
wow-qrsk.csv,0.75,0.56,0.2,0.51,0.88,1.0,0.74,0.88,0.45,0.44,0.86,0.71,0.65,0.69,0.19,0.0,0.75,0.26,0.8,0.45
xmoto.csv,0.65,0.62,0.26,0.47,0.68,0.78,0.86,0.68,0.48,0.67,0.27,0.75,0.68,0.62,0.16,0.82,0.7,0.36,0.58,0.47
xuggle.csv,0.59,0.55,0.31,0.41,0.67,0.65,0.8,0.64,0.39,0.39,0.17,0.66,0.6,0.59,0.35,0.75,0.5,0.27,0.6,0.41
yield.csv,0.59,0.61,0.2,0.5,0.75,0.71,0.83,0.71,0.34,0.42,0.4,0.7,0.63,0.65,0.24,0.83,0.6,0.25,0.71,0.49
