,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv,olex2.csv
crisscross.csv,0.98,0.88,0.81,0.61,0.71,0.95,0.74,0.95,0.76,0.69,0.72
cubefs.csv,0.77,0.67,0.42,0.49,0.41,0.43,0.45,0.49,0.86,0.36,0.35
iaml.csv,0.54,0.43,0.51,0.44,0.36,0.74,0.58,0.61,0.44,0.47,0.46
ivataopenportal.csv,0.65,0.46,0.71,0.45,0.37,0.57,0.65,0.45,0.85,0.5,0.41
mb-unit.csv,0.55,0.8,0.56,0.45,0.31,0.41,0.48,0.51,0.37,0.35,0.43
mvdsv.csv,0.88,0.0,0.0,0.0,0.83,0.0,0.83,0.0,0.5,0.0,0.5
nova.csv,0.53,0.75,0.57,0.59,0.4,0.49,0.57,0.52,0.44,0.39,0.45
olex2.csv,0.48,0.67,0.68,0.57,0.38,0.58,0.47,0.5,0.58,0.46,0.52
openwbem.csv,0.64,0.52,0.84,0.66,0.56,0.77,0.64,0.51,0.59,0.55,0.59
xcmetadataservicestoolkit.csv,0.78,0.0,0.45,0.57,0.38,0.51,0.41,0.94,0.79,0.4,0.8
