,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv,olex2.csv
crisscross.csv,0.17,0.1,0.9,0.52,0.0,0.15,0.35,0.34,0.0,0.43,0.34
cubefs.csv,0.33,0.55,0.31,0.77,0.0,0.64,0.65,0.98,0.25,0.78,0.63
iaml.csv,0.47,0.33,0.33,0.69,0.19,0.42,0.97,0.53,0.0,0.64,0.54
ivataopenportal.csv,0.41,0.3,0.29,0.77,0.27,0.98,0.49,0.68,0.0,0.64,0.64
mb-unit.csv,0.48,0.33,0.27,0.99,0.22,0.68,0.48,0.77,0.05,0.78,0.59
mvdsv.csv,0.04,0.0,0.0,0.0,1.0,0.0,0.03,0.03,0.0,0.05,0.06
nova.csv,0.54,0.96,0.38,0.68,0.0,0.54,0.47,0.63,0.0,0.66,0.51
olex2.csv,0.49,0.25,0.28,0.63,0.2,0.39,0.43,0.52,0.0,0.64,0.98
openwbem.csv,0.94,0.32,0.27,0.58,0.17,0.47,0.41,0.77,0.0,0.73,0.52
xcmetadataservicestoolkit.csv,0.43,0.0,0.3,0.68,0.16,0.59,0.69,0.5,0.13,1.0,0.34
