,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv,olex2.csv
crisscross.csv,0.9,0.94,0.1,0.67,1.14,0.91,0.79,0.79,1.04,0.75,0.78
cubefs.csv,0.76,0.54,0.82,0.76,1.14,0.79,0.86,0.09,0.1,0.7,0.93
iaml.csv,0.64,0.72,0.82,0.63,0.83,0.72,0.05,0.68,1.17,0.74,0.7
ivataopenportal.csv,0.68,0.84,0.67,0.73,0.51,0.03,0.72,0.75,1.02,0.58,0.65
mb-unit.csv,0.68,0.77,0.68,0.08,0.67,0.9,0.75,0.7,0.68,0.64,0.53
mvdsv.csv,0.98,1.0,1.0,1.0,0.0,1.0,0.99,0.99,1.0,0.97,0.97
nova.csv,0.68,0.08,0.61,0.63,1.2,0.79,0.73,0.7,1.22,0.82,0.71
olex2.csv,0.61,0.85,0.73,0.65,0.58,0.74,0.79,0.68,1.05,0.58,0.02
openwbem.csv,0.1,0.85,0.68,0.75,0.68,0.71,0.84,0.65,1.11,0.48,0.67
xcmetadataservicestoolkit.csv,0.65,1.0,1.0,0.66,1.0,0.69,0.88,0.66,0.22,0.0,0.79
