,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv,olex2.csv
crisscross.csv,0.08,0.16,0.02,0.21,0.54,0.1,0.28,0.15,0.29,0.27,0.31
cubefs.csv,0.34,0.07,0.81,0.7,0.54,0.76,0.83,0.09,0.1,0.67,0.93
iaml.csv,0.48,0.61,0.82,0.46,0.83,0.27,0.04,0.35,0.61,0.6,0.59
ivataopenportal.csv,0.38,0.75,0.26,0.66,0.51,0.02,0.44,0.68,0.22,0.33,0.62
mb-unit.csv,0.58,0.05,0.44,0.08,0.67,0.9,0.49,0.68,0.68,0.6,0.31
mvdsv.csv,0.01,0.02,0.0,0.0,0.0,0.0,0.04,0.0,0.03,0.0,0.0
nova.csv,0.66,0.0,0.6,0.44,0.67,0.69,0.41,0.56,0.69,0.73,0.56
olex2.csv,0.47,0.02,0.16,0.39,0.48,0.27,0.49,0.32,0.32,0.33,0.01
openwbem.csv,0.01,0.8,0.36,0.49,0.59,0.42,0.54,0.62,0.49,0.33,0.49
xcmetadataservicestoolkit.csv,0.37,0.0,1.0,0.48,1.0,0.6,0.87,0.12,0.22,0.0,0.32
