,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,97.5,290.5,494.5,98.5,0.0
bdbbasic.csv,196.0,386.0,395.5,90.5,80.5
empyrean.csv,97.5,0.0,0.0,0.0,0.0
gnome-jabber.csv,97.5,187.0,478.0,98.5,196.0
nutz.csv,99.0,354.0,192.5,98.5,294.5
