,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.63,0.71,0.53,0.69,0.0
bdbbasic.csv,0.38,0.62,0.42,0.71,0.01
empyrean.csv,0.7,0.0,0.0,0.0,0.0
gnome-jabber.csv,0.51,0.54,0.42,0.66,0.65
nutz.csv,0.47,0.42,0.71,0.26,0.53
