,olsrd.csv,reaper-ecad.csv,rtb-team.csv,autofac.csv,sidekar.csv,fluidium.csv,jsr308-langtools.csv,illumination.csv,buddata-ebxml-registry.csv
autofac.csv,87.0,16.0,4.0,0.0,1.0,0.0,49.0,81.0,0.0
buddata-ebxml-registry.csv,1.0,80.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
fluidium.csv,0.0,80.0,51.0,0.0,1.0,0.0,12.0,8.0,0.0
illumination.csv,3.0,54.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0
jsr308-langtools.csv,2.0,79.0,1.0,4.0,1.0,0.0,0.0,2.0,0.0
olsrd.csv,0.0,80.0,1.0,0.0,1.0,0.0,49.0,4.0,0.0
reaper-ecad.csv,87.0,0.0,51.0,0.0,101.0,49.0,0.0,81.0,0.0
rtb-team.csv,0.0,80.0,0.0,0.0,1.0,0.0,12.0,8.0,0.0
sidekar.csv,87.0,61.0,1.0,0.0,0.0,6.0,49.0,0.0,0.0
