,olsrd.csv,reaper-ecad.csv,rtb-team.csv,autofac.csv,sidekar.csv,fluidium.csv,jsr308-langtools.csv,illumination.csv,buddata-ebxml-registry.csv
autofac.csv,0.0,0.21,0.3,0.85,0.65,0.43,0.0,0.0,0.95
buddata-ebxml-registry.csv,0.88,0.13,0.29,0.49,0.63,0.42,1.0,0.22,1.0
fluidium.csv,0.77,0.13,0.0,0.49,0.51,0.7,0.6,0.21,0.93
illumination.csv,0.85,0.14,0.29,0.48,0.74,0.33,0.89,0.71,0.96
jsr308-langtools.csv,0.88,0.13,0.33,0.45,0.65,0.43,0.93,0.27,0.95
olsrd.csv,0.9,0.13,0.29,0.47,0.63,0.41,0.0,0.41,0.94
reaper-ecad.csv,0.0,0.69,0.0,1.0,0.0,0.0,0.5,0.0,0.9
rtb-team.csv,0.77,0.13,1.0,0.47,0.63,0.42,0.6,0.21,0.94
sidekar.csv,0.0,0.16,0.31,0.5,0.88,0.33,0.0,1.0,0.95
