,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,pgui.csv,tradelink.csv,google-gears.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.71,0.97,0.7,0.82,0.69,0.45,0.5,0.0,0.0,0.75,0.64,0.88,0.8,0.7
crux-framework.csv,0.71,0.56,0.94,0.71,0.88,0.61,0.49,0.95,0.49,0.89,0.84,0.9,0.92,0.86
etherboot.csv,0.67,0.82,0.0,0.75,0.6,0.94,0.48,0.53,0.4,0.32,0.8,0.0,0.42,0.42
freebios.csv,0.59,0.96,0.73,0.65,0.72,0.97,0.65,0.84,0.8,0.44,0.69,0.99,0.59,0.83
gebr.csv,0.39,0.38,0.38,0.42,0.39,0.49,0.39,0.42,0.38,0.33,0.43,0.38,0.42,0.41
gnukeda.csv,0.45,0.85,0.56,0.54,0.47,0.38,0.69,0.66,0.95,0.52,0.49,0.96,0.43,0.43
google-gears.csv,0.44,0.44,0.5,0.54,0.43,0.5,0.42,0.48,0.4,0.44,0.49,0.34,0.48,0.43
gstreamer.csv,0.43,0.42,0.54,0.47,0.43,0.45,0.43,0.45,0.4,0.39,0.49,0.44,0.45,0.41
jnode.csv,0.86,0.6,0.79,0.59,0.83,0.88,0.89,0.77,0.86,0.8,0.96,0.92,0.83,0.75
metacosm.csv,0.79,0.54,0.52,0.85,0.8,0.72,0.83,0.53,0.61,0.54,0.58,0.98,0.57,0.41
openmeetings.csv,0.5,0.6,0.47,0.78,0.41,0.33,0.67,0.45,0.38,0.92,0.68,0.54,0.53,0.4
pgui.csv,0.56,0.44,0.0,0.55,0.44,0.42,0.86,0.56,0.62,0.39,0.53,0.0,0.42,0.41
tradelink.csv,0.95,0.61,0.48,0.78,0.52,0.63,0.54,0.49,0.48,0.72,0.86,0.39,0.62,0.58
wxcrp.csv,0.49,0.43,0.41,0.47,0.41,0.4,0.42,0.46,0.43,0.58,0.53,0.35,0.56,0.47
