,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,pgui.csv,tradelink.csv,google-gears.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.34,0.1,0.04,0.39,0.29,0.52,0.04,0.02,0.0,0.26,0.51,0.07,0.04,0.43
crux-framework.csv,0.26,0.28,0.18,0.35,0.2,0.33,0.55,0.22,0.37,0.14,0.46,0.39,0.38,0.12
etherboot.csv,0.12,0.48,0.0,0.14,0.42,0.38,0.5,0.71,0.44,0.33,0.07,0.0,0.07,0.64
freebios.csv,0.28,0.13,0.05,0.56,0.3,0.21,0.76,0.47,0.41,0.24,0.56,0.27,0.05,0.4
gebr.csv,0.47,0.25,0.08,0.7,0.43,0.49,0.66,0.79,0.44,0.3,0.86,0.74,0.05,0.64
gnukeda.csv,0.49,0.25,0.07,0.73,0.37,0.56,0.26,0.44,0.21,0.32,0.81,0.19,0.05,0.64
google-gears.csv,0.56,0.27,0.09,0.54,0.41,0.49,0.45,0.8,0.43,0.34,0.79,0.74,0.09,0.63
gstreamer.csv,0.49,0.21,0.04,0.6,0.38,0.47,0.5,0.63,0.42,0.31,0.75,0.74,0.06,0.64
jnode.csv,0.16,0.22,0.24,0.45,0.0,0.0,0.21,0.51,0.04,0.08,0.25,0.04,0.07,0.13
metacosm.csv,0.36,0.28,0.06,0.35,0.22,0.44,0.04,0.57,0.37,0.34,0.44,0.31,0.11,0.74
openmeetings.csv,0.54,0.62,0.14,0.33,0.38,0.49,0.08,0.57,0.47,0.32,0.35,0.56,0.05,0.58
pgui.csv,0.4,0.27,0.0,0.64,0.42,0.46,0.23,0.75,0.6,0.26,0.76,0.0,0.05,0.64
tradelink.csv,0.24,0.15,0.08,0.54,0.37,0.41,0.49,0.72,0.4,0.47,0.4,0.69,0.06,0.54
wxcrp.csv,0.56,0.23,0.08,0.62,0.42,0.51,0.55,0.84,0.44,0.43,0.78,0.71,0.05,0.59
