,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,pgui.csv,tradelink.csv,google-gears.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.35,0.14,0.25,0.28,0.32,0.54,0.02,0.01,0.0,0.16,0.35,0.04,0.33,0.48
crux-framework.csv,0.32,0.41,0.19,0.28,0.14,0.54,0.67,0.13,0.53,0.11,0.32,0.28,1.0,0.07
etherboot.csv,0.06,0.55,0.0,0.08,0.5,0.27,0.57,0.61,1.0,1.0,0.03,0.0,1.0,1.0
freebios.csv,0.45,0.14,0.25,0.59,0.41,0.19,0.76,0.4,0.47,0.53,0.49,0.2,0.67,0.33
gebr.csv,0.97,1.0,1.0,0.95,0.91,1.0,1.0,0.7,0.94,0.89,0.94,0.99,1.0,1.0
gnukeda.csv,0.9,0.32,0.5,0.69,0.55,0.59,0.2,0.29,0.15,0.53,0.85,0.11,0.67,0.93
google-gears.csv,0.84,0.95,0.75,0.46,0.82,1.0,0.55,0.86,0.96,0.68,0.72,0.83,1.0,0.96
gstreamer.csv,0.87,0.77,0.31,0.56,0.73,0.89,0.61,0.49,0.77,0.74,0.71,0.69,1.0,1.0
jnode.csv,0.1,0.36,0.81,0.41,0.0,0.0,0.12,0.44,0.02,0.05,0.15,0.02,0.33,0.07
metacosm.csv,0.29,0.55,0.38,0.23,0.18,0.32,0.02,0.4,0.36,0.53,0.29,0.19,0.67,0.74
openmeetings.csv,0.52,0.91,0.69,0.21,0.59,0.57,0.04,0.41,0.68,0.26,0.22,0.41,0.33,0.56
pgui.csv,0.58,0.95,0.0,0.59,0.82,0.78,0.16,0.67,0.72,0.58,0.68,0.0,1.0,1.0
tradelink.csv,0.19,0.41,0.88,0.49,0.73,0.7,0.53,0.65,0.77,0.68,0.27,0.83,0.67,0.63
wxcrp.csv,0.65,0.86,1.0,0.74,1.0,0.86,0.71,1.0,0.94,0.79,0.78,0.87,0.67,0.85
