,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,pgui.csv,tradelink.csv,google-gears.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.32,0.08,0.02,0.65,0.27,0.5,0.5,1.0,0.0,0.75,0.91,0.88,0.02,0.39
crux-framework.csv,0.22,0.21,0.18,0.46,0.38,0.24,0.46,0.65,0.28,0.22,0.76,0.66,0.23,0.29
etherboot.csv,0.67,0.43,0.0,0.75,0.37,0.62,0.45,0.86,0.28,0.2,0.8,0.0,0.03,0.47
freebios.csv,0.21,0.13,0.03,0.53,0.23,0.24,0.77,0.57,0.36,0.16,0.67,0.4,0.03,0.5
gebr.csv,0.31,0.14,0.04,0.55,0.28,0.33,0.49,0.9,0.29,0.18,0.79,0.58,0.03,0.47
gnukeda.csv,0.34,0.21,0.04,0.77,0.28,0.52,0.34,0.97,0.35,0.23,0.76,0.91,0.02,0.49
google-gears.csv,0.42,0.16,0.05,0.64,0.28,0.32,0.38,0.74,0.28,0.23,0.88,0.67,0.04,0.46
gstreamer.csv,0.34,0.12,0.02,0.65,0.25,0.32,0.43,0.87,0.29,0.2,0.8,0.8,0.03,0.47
jnode.csv,0.43,0.16,0.14,0.5,0.0,0.0,0.67,0.61,0.14,0.2,0.64,0.33,0.04,0.5
metacosm.csv,0.47,0.18,0.04,0.69,0.27,0.67,0.17,0.98,0.39,0.26,0.94,0.84,0.06,0.74
openmeetings.csv,0.57,0.48,0.08,0.89,0.28,0.44,0.67,0.95,0.36,0.42,0.84,0.85,0.03,0.6
pgui.csv,0.31,0.16,0.0,0.7,0.28,0.33,0.38,0.86,0.52,0.16,0.86,0.0,0.03,0.47
tradelink.csv,0.3,0.09,0.04,0.59,0.25,0.29,0.46,0.81,0.27,0.36,0.76,0.59,0.03,0.47
wxcrp.csv,0.49,0.14,0.04,0.53,0.27,0.36,0.44,0.72,0.29,0.3,0.78,0.6,0.03,0.45
