,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,pgui.csv,tradelink.csv,google-gears.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.39,0.17,0.28,0.32,0.36,0.57,0.02,0.01,0.0,0.19,0.4,0.05,0.36,0.45
crux-framework.csv,0.35,0.45,0.23,0.31,0.17,0.4,0.5,0.16,0.52,0.13,0.36,0.32,0.98,0.09
etherboot.csv,0.07,0.59,0.0,0.1,0.53,0.31,0.5,0.63,0.0,0.0,0.04,0.0,0.61,0.13
freebios.csv,0.4,0.17,0.28,0.53,0.43,0.22,0.76,0.34,0.5,0.46,0.41,0.23,0.57,0.37
gebr.csv,0.38,0.0,0.17,0.24,0.47,0.21,0.0,0.72,0.37,0.05,0.53,0.13,0.0,0.0
gnukeda.csv,0.61,0.36,0.49,0.7,0.54,0.62,0.23,0.34,0.18,0.54,0.46,0.13,0.52,0.47
google-gears.csv,0.75,0.48,0.64,0.49,0.54,0.09,0.32,0.57,0.17,0.61,0.71,0.7,0.78,0.13
gstreamer.csv,0.64,0.28,0.32,0.57,0.51,0.43,0.45,0.53,0.55,0.55,0.63,0.7,0.27,0.0
jnode.csv,0.12,0.4,0.81,0.43,0.0,0.0,0.15,0.39,0.02,0.06,0.18,0.02,0.37,0.09
metacosm.csv,0.33,0.56,0.41,0.27,0.21,0.37,0.02,0.45,0.4,0.55,0.34,0.23,0.68,0.75
openmeetings.csv,0.56,0.9,0.68,0.25,0.56,0.59,0.05,0.46,0.64,0.3,0.26,0.46,0.37,0.58
pgui.csv,0.55,0.48,0.0,0.61,0.56,0.55,0.19,0.68,0.72,0.47,0.67,0.0,0.09,0.0
tradelink.csv,0.22,0.39,0.56,0.51,0.49,0.47,0.49,0.64,0.49,0.68,0.31,0.52,0.61,0.56
wxcrp.csv,0.66,0.34,0.24,0.47,0.0,0.63,0.39,0.0,0.37,0.73,0.61,0.52,0.57,0.34
