,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,esmf.csv,mule.csv,jsecurity.csv,delphilhlplib.csv,piccolo2d.csv,libopenmetaverse.csv,gbif-indexingtoolkit.csv,mptvseries.csv,vars-redux.csv
avifile.csv,0.8,0.01,0.0,0.49,0.5,0.26,0.32,0.42,0.1,0.57,0.21,0.4,0.19
delphilhlplib.csv,0.23,0.0,0.95,0.53,0.38,0.46,0.35,0.85,0.71,0.37,0.46,0.58,0.68
esmf.csv,0.41,0.0,0.0,0.66,0.7,0.37,0.44,0.66,0.65,0.55,0.52,0.61,0.5
gbif-indexingtoolkit.csv,0.66,0.54,0.95,0.44,0.46,0.52,0.46,0.61,0.45,0.4,0.64,0.62,0.28
jgameai.csv,0.66,0.25,0.0,0.56,0.39,0.42,0.35,0.13,0.0,0.35,0.39,0.58,0.19
jsecurity.csv,0.44,0.06,0.0,0.14,0.48,0.2,0.74,0.37,0.63,0.56,0.48,0.48,0.12
libopenmetaverse.csv,0.0,0.0,0.05,0.0,0.39,0.0,0.0,0.0,0.05,0.63,0.09,0.63,0.0
mptvseries.csv,0.43,0.19,0.93,0.15,0.34,0.47,0.36,0.0,0.65,0.46,0.41,0.74,0.54
mule.csv,0.56,0.3,0.96,0.22,0.61,0.67,0.12,0.47,0.57,0.44,0.47,0.24,0.37
piccolo2d.csv,0.23,0.06,0.92,0.18,0.25,0.36,0.18,0.55,0.82,0.45,0.39,0.37,0.63
vars-redux.csv,0.22,0.18,0.81,0.27,0.63,0.62,0.71,0.48,0.65,0.55,0.61,0.68,0.71
werx.csv,0.47,0.98,0.0,0.09,0.0,0.34,0.05,0.24,0.0,0.0,0.48,0.13,0.34
