,google-collections.csv,dsworkbench.csv,autofac.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,exist.csv,octet.csv,jchassis.csv,ambulant.csv,coot.csv,emono.csv,thedata.csv
ambulant.csv,1.0,0.69,0.37,0.67,0.21,0.39,0.54,0.11,0.04,0.67,0.58,0.57,0.04
autofac.csv,0.97,0.83,0.81,0.71,0.44,0.31,0.62,0.13,0.04,0.46,0.62,0.8,0.06
coot.csv,0.97,0.0,0.62,0.69,0.3,0.35,0.0,0.1,0.03,0.51,0.73,0.73,0.06
dsworkbench.csv,1.0,0.91,0.8,1.0,0.67,0.4,0.6,1.0,0.0,0.21,0.38,0.73,0.0
emono.csv,0.97,0.78,0.41,0.7,0.27,0.36,0.58,0.09,0.03,0.47,0.6,0.74,0.09
exist.csv,0.98,0.75,0.47,0.76,0.22,0.36,0.78,0.13,0.0,0.46,0.53,0.75,0.07
freelords.csv,0.99,0.78,0.53,0.79,0.42,0.33,0.59,0.12,0.05,0.42,0.54,0.64,0.04
google-collections.csv,1.0,0.76,0.47,0.74,0.29,0.35,0.57,0.12,0.03,0.38,0.52,0.66,0.06
jchassis.csv,1.0,0.0,0.0,0.0,0.0,0.17,0.5,0.0,0.33,0.0,0.0,0.0,0.0
jpaul.csv,1.0,0.79,0.64,0.53,0.5,0.31,0.45,0.25,0.1,0.6,0.0,0.0,0.0
neodatis-odb.csv,0.97,0.85,0.47,0.76,0.24,0.6,0.57,0.15,0.03,0.36,0.63,0.81,0.12
octet.csv,1.0,0.74,0.5,0.79,0.24,0.49,0.57,0.36,0.0,0.3,0.53,0.65,0.04
thedata.csv,0.97,0.87,0.44,0.68,0.18,0.34,0.59,0.07,0.0,0.53,0.58,0.67,0.44
