,google-collections.csv,dsworkbench.csv,autofac.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,exist.csv,octet.csv,jchassis.csv,ambulant.csv,coot.csv,emono.csv,thedata.csv
ambulant.csv,0.0,0.25,0.73,0.54,0.46,0.44,0.71,0.78,0.74,0.21,0.7,0.4,0.4
autofac.csv,0.5,0.06,0.15,0.5,0.44,0.81,0.59,0.51,0.76,0.39,0.49,0.17,0.27
coot.csv,1.0,0.0,0.18,0.71,0.85,0.59,0.02,0.92,0.88,0.29,0.3,0.33,0.74
dsworkbench.csv,0.0,0.25,0.03,0.0,0.02,0.09,0.09,0.0,0.0,0.45,0.14,0.14,0.0
emono.csv,1.0,0.38,0.61,0.75,0.85,0.67,0.41,0.76,1.0,0.36,0.59,0.45,0.16
exist.csv,0.5,0.88,1.0,0.57,0.78,0.84,0.28,0.67,0.62,0.47,0.81,0.45,0.42
freelords.csv,0.5,0.81,0.55,0.5,0.44,0.79,0.91,0.41,0.62,0.65,0.84,0.88,0.89
google-collections.csv,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.02,0.06,0.02,0.0,0.0,0.0
jpaul.csv,0.0,0.56,0.12,0.25,0.37,0.34,0.19,0.24,0.27,0.06,0.0,0.0,0.13
neodatis-odb.csv,1.0,0.38,0.79,0.54,0.85,0.24,0.52,0.67,0.97,0.73,0.41,0.14,0.11
octet.csv,0.0,0.44,0.52,0.25,0.46,0.29,0.91,0.18,0.26,0.59,0.49,0.48,0.42
thedata.csv,1.0,0.25,0.76,0.68,0.78,0.57,0.58,0.75,0.44,0.23,0.54,0.5,0.08
