,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,xreal.csv
agilitybook.csv,0.5,0.85,1.03,0.65,0.85,0.85,0.64,1.03
apolloplayer.csv,0.79,0.48,0.54,0.64,0.84,0.65,0.45,0.42
k3d.csv,0.92,0.92,0.09,0.8,0.96,0.24,0.87,0.85
kowari.csv,0.67,0.74,0.03,0.74,0.7,0.64,0.35,0.45
redshell.csv,0.8,0.75,1.26,1.03,0.45,0.84,0.81,0.74
rtb-team.csv,0.89,0.66,1.01,0.24,0.82,0.9,0.88,0.62
xreal.csv,0.93,0.95,1.0,0.67,0.78,0.78,0.89,0.01
