,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,0.57,0.55,0.0,0.44,0.71,0.01,0.59,0.82,0.67,0.5,0.86,0.47,0.5,0.26,0.94,0.58,0.0,0.95,0.02,0.79
alleg.csv,0.46,0.51,0.81,0.11,0.64,0.75,0.11,0.81,0.37,0.4,0.71,0.4,0.25,0.58,0.13,0.42,0.66,0.88,0.56,0.09
biodwh.csv,0.56,0.57,0.0,0.4,0.43,0.33,0.23,0.47,0.6,0.3,0.71,0.33,0.75,0.58,0.08,0.75,0.4,0.37,0.63,0.74
factor.csv,0.1,0.04,0.12,0.02,0.71,0.39,0.06,0.29,0.13,0.4,1.0,0.07,0.0,0.47,0.0,0.17,0.6,0.95,0.58,0.12
iaml.csv,0.5,0.36,0.31,0.81,0.14,0.51,0.71,0.12,0.47,0.2,0.57,0.53,0.75,0.32,0.06,0.75,0.43,0.24,0.33,0.53
icescrum.csv,0.55,0.67,0.38,0.7,0.71,0.24,0.23,0.31,0.4,0.6,0.43,0.53,0.5,0.84,0.4,0.83,0.24,0.71,0.7,0.47
jbasic.csv,0.64,0.56,0.44,0.84,0.5,0.99,0.27,0.37,0.93,0.1,1.0,0.73,0.5,0.89,0.0,0.92,0.7,0.78,0.72,0.41
jcache.csv,0.9,0.8,0.88,0.89,0.14,0.91,0.38,0.91,0.83,1.0,0.57,0.8,1.0,0.79,0.97,0.58,0.59,0.39,0.67,0.94
ktc.csv,0.77,0.59,0.31,0.49,0.43,0.52,0.25,0.71,0.6,0.7,0.57,0.47,0.75,0.84,0.65,0.5,0.43,0.24,0.67,0.56
moast.csv,0.2,0.26,0.38,1.0,1.0,1.0,0.76,0.66,0.17,1.0,0.14,0.4,0.25,0.58,0.97,1.0,1.0,0.05,1.0,0.65
natpad.csv,0.57,0.59,0.19,0.21,0.64,0.44,0.19,0.79,0.73,0.4,1.0,0.4,0.25,0.58,0.14,0.67,0.77,0.68,0.74,0.59
nebuladevice.csv,0.36,0.3,1.0,0.27,0.71,0.01,0.42,0.56,0.13,0.3,0.14,0.6,0.0,0.26,0.91,0.08,0.05,0.9,0.0,0.18
nosleepsoftware.csv,0.1,0.11,0.75,0.05,0.0,0.15,0.15,0.04,0.03,0.0,0.14,0.4,0.0,0.0,0.01,0.08,0.04,0.05,0.07,0.09
pixel-commandos.csv,0.18,0.31,0.0,0.13,0.57,0.15,0.29,0.32,0.33,0.5,0.0,0.07,1.0,0.16,0.23,0.25,0.1,0.02,0.14,0.09
riff-evolve.csv,0.7,0.59,0.0,0.29,0.64,0.31,0.49,0.68,0.53,0.9,0.86,0.33,0.75,0.58,0.99,0.83,0.09,0.49,0.47,0.85
rosegarden.csv,0.83,0.75,0.44,0.76,0.36,0.62,0.4,0.86,0.73,0.6,0.86,0.87,1.0,0.68,0.17,0.5,0.51,0.41,0.84,0.88
smarttag.csv,0.88,0.69,0.25,0.17,0.57,0.23,0.34,0.54,0.7,0.3,0.71,0.6,1.0,0.79,0.11,0.33,0.01,0.98,0.02,0.62
wxcode.csv,0.63,0.54,0.31,0.44,0.0,0.34,0.14,0.49,0.57,0.3,1.0,0.67,0.5,0.42,0.02,0.33,0.29,0.1,0.28,0.82
xined.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.88
zemljanka.csv,0.78,0.83,0.81,1.0,1.0,0.61,0.99,0.58,0.77,0.7,0.71,0.87,1.0,0.68,1.0,1.0,0.8,0.98,0.84,0.97
